"rk","tm","year","date","time","ltime","","opp","week","g","day","result","ot","tot","ply","ypp","dply","dypp","to","top","time"
"879","CHI","2001","2001-12-16","1:02","12:02","","TAM","14","13","Sun","W 27-3","","379","72","5.2639","59","4.0339","1","36:01","3:04"
"880","CIN","2001","2001-12-16","1:02","1:02","@","NYJ","14","13","Sun","L 14-15","","248","56","4.4286","57","5.4211","3","29:34","2:43"
"881","CLE","2001","2001-12-16","1:03","1:03","","JAX","14","13","Sun","L 10-15","","220","48","4.5833","76","3.7105","2","22:47","3:37"
"882","IND","2001","2001-12-16","1:00","1:00","","ATL","14","13","Sun","W 41-27","","512","68","7.5294","65","4.8615","1","31:10","3:20"
"883","DAL","2001","2001-12-16","4:17","1:17","@","SEA","14","13","Sun","L 3-29","","218","58","3.7586","71","4.3944","1","25:18","3:05"
"884","DEN","2001","2001-12-16","1:00","12:00","@","KAN","14","14","Sun","L 23-26","OT","335","70","4.7857","59","6.7119","1","37:16","3:31"
"885","DET","2001","2001-12-16","1:02","1:02","","MIN","14","13","Sun","W 27-24","","369","69","5.3478","57","5.5088","1","33:29","3:21"
"886","GNB","2001","2001-12-16","4:15","3:15","@","TEN","14","13","Sun","L 20-26","","223","55","4.0545","74","5.7162","2","22:37","3:12"
"887","JAX","2001","2001-12-16","1:03","1:03","@","CLE","14","13","Sun","W 15-10","","282","76","3.7105","48","4.5833","3","37:13","3:37"
"888","KAN","2001","2001-12-16","1:00","12:00","","DEN","14","13","Sun","W 26-23","OT","396","59","6.7119","70","4.7857","3","31:48","3:31"
"889","MIA","2001","2001-12-16","4:07","1:07","@","SFO","14","13","Sun","L 0-21","","174","49","3.5510","70","4.0714","4","20:48","2:36"
"890","MIN","2001","2001-12-16","1:02","1:02","@","DET","14","13","Sun","L 24-27","","314","57","5.5088","69","5.3478","2","26:31","3:21"
"891","NWE","2001","2001-12-16","1:02","1:02","@","BUF","14","14","Sun","W 12-9","OT","335","67","5.0000","73","4.2466","2","32:48","3:32"
"892","NYJ","2001","2001-12-16","1:02","1:02","","CIN","14","13","Sun","W 15-14","","309","57","5.4211","56","4.4286","","30:26","2:43"
"893","TEN","2001","2001-12-16","4:15","3:15","","GNB","14","13","Sun","W 26-20","","423","74","5.7162","55","4.0545","2","37:23","3:12"
"894","PHI","2001","2001-12-16","4:15","4:15","@","WAS","14","13","Sun","W 20-6","","287","59","4.8644","67","5.4030","4","26:12","3:11"
"895","PIT","2001","2001-12-16","8:35","8:35","@","BAL","14","13","Sun","W 26-21","","476","73","6.5205","53","3.9057","","41:05","2:57"
"896","BAL","2001","2001-12-16","8:35","8:35","","PIT","14","13","Sun","L 21-26","","207","53","3.9057","73","6.5205","1","18:55","2:57"
"897","SEA","2001","2001-12-16","4:17","1:17","","DAL","14","13","Sun","W 29-3","","312","71","4.3944","58","3.7586","","34:42","3:05"
"898","SFO","2001","2001-12-16","4:07","1:07","","MIA","14","13","Sun","W 21-0","","285","70","4.0714","49","3.5510","","39:12","2:36"
"899","TAM","2001","2001-12-16","1:02","12:02","@","CHI","14","13","Sun","L 3-27","","238","59","4.0339","72","5.2639","4","23:59","3:04"
"900","WAS","2001","2001-12-16","4:15","4:15","","PHI","14","13","Sun","L 6-20","","362","67","5.4030","59","4.8644","3","33:48","3:11"
"901","NOR","2001","2001-12-17","9:09","8:09","","STL","14","13","Mon","L 21-34","","310","64","4.8438","61","5.9836","2","28:28","3:39"
"902","STL","2001","2001-12-17","9:09","8:09","@","NOR","14","13","Mon","W 34-21","","365","61","5.9836","64","4.8438","2","31:32","3:39"
"903","MIA","2001","2001-12-22","1:35","1:35","@","NWE","15","14","Sat","L 13-20","","368","58","6.3448","67","4.6716","3","23:15","3:06"
"904","NWE","2001","2001-12-22","1:35","1:35","","MIA","15","15","Sat","W 20-13","","313","67","4.6716","58","6.3448","","36:45","3:06"
"905","TEN","2001","2001-12-22","9:00","6:00","@","OAK","15","14","Sat","W 13-10","","262","63","4.1587","73","4.2603","2","29:36","3:10"
"906","PHI","2001","2001-12-22","5:15","2:15","@","SFO","15","14","Sat","L 3-13","","292","59","4.9492","56","4.3571","1","28:40","2:58"
"907","OAK","2001","2001-12-22","9:00","6:00","","TEN","15","14","Sat","L 10-13","","311","73","4.2603","63","4.1587","1","30:24","3:10"
"908","SFO","2001","2001-12-22","5:15","2:15","","PHI","15","14","Sat","W 13-3","","244","56","4.3571","59","4.9492","","31:20","2:58"
"909","ATL","2001","2001-12-23","1:05","1:05","","BUF","15","14","Sun","W 33-30","","489","70","6.9857","52","7.6538","2","35:48","3:17"
"910","BUF","2001","2001-12-23","1:05","1:05","@","ATL","15","14","Sun","L 30-33","","398","52","7.6538","70","6.9857","","24:12","3:17"
"911","CAR","2001","2001-12-23","1:02","1:02","","STL","15","14","Sun","L 32-38","","402","73","5.5068","60","6.8667","1","26:09","3:06"
"912","CHI","2001","2001-12-23","1:01","1:01","@","WAS","15","14","Sun","W 20-15","","237","59","4.0169","77","3.8052","1","26:21","3:08"
"913","CIN","2001","2001-12-23","1:02","1:02","@","BAL","15","14","Sun","L 0-16","","281","72","3.9028","70","4.3571","4","29:49","3:08"
"914","CLE","2001","2001-12-23","4:15","3:15","@","GNB","15","14","Sun","L 7-30","","337","63","5.3492","61","5.9180","5","27:37","2:55"
"915","IND","2001","2001-12-23","8:30","8:30","","NYJ","15","14","Sun","L 28-29","","393","56","7.0179","79","5.7089","2","25:06","3:21"
"916","ARI","2001","2001-12-23","4:06","2:06","","DAL","15","14","Sun","W 17-10","","209","52","4.0192","70","4.9000","","22:46","2:59"
"917","DAL","2001","2001-12-23","4:06","2:06","@","ARI","15","14","Sun","L 10-17","","343","70","4.9000","52","4.0192","3","37:14","2:59"
"918","DET","2001","2001-12-23","1:01","1:01","@","PIT","15","14","Sun","L 14-47","","151","52","2.9038","70","6.1286","3","20:42","3:01"
"919","GNB","2001","2001-12-23","4:15","3:15","","CLE","15","14","Sun","W 30-7","","361","61","5.9180","63","5.3492","1","32:23","2:55"
"920","JAX","2001","2001-12-23","1:00","12:00","@","MIN","15","14","Sun","W 33-3","","423","62","6.8226","60","3.5667","","34:08","2:52"
"921","KAN","2001","2001-12-23","1:00","12:00","","SDG","15","14","Sun","W 20-17","","323","61","5.2951","58","5.6724","2","31:35","2:51"
"922","MIN","2001","2001-12-23","1:00","12:00","","JAX","15","14","Sun","L 3-33","","214","60","3.5667","62","6.8226","2","25:52","2:52"
"923","NOR","2001","2001-12-23","1:01","1:01","@","TAM","15","14","Sun","L 21-48","","271","54","5.0185","70","5.2000","4","23:47","3:05"
"924","NYG","2001","2001-12-23","1:03","1:03","","SEA","15","14","Sun","W 27-24","","420","69","6.0870","59","4.3898","2","30:30","3:03"
"925","NYJ","2001","2001-12-23","8:30","8:30","@","IND","15","14","Sun","W 29-28","","451","79","5.7089","56","7.0179","2","34:54","3:21"
"926","PIT","2001","2001-12-23","1:01","1:01","","DET","15","14","Sun","W 47-14","","429","70","6.1286","52","2.9038","","39:18","3:01"
"927","STL","2001","2001-12-23","1:02","1:02","@","CAR","15","14","Sun","W 38-32","","412","60","6.8667","73","5.5068","3","33:51","3:06"
"928","BAL","2001","2001-12-23","1:02","1:02","","CIN","15","14","Sun","W 16-0","","305","70","4.3571","72","3.9028","1","30:11","3:08"
"929","SDG","2001","2001-12-23","1:00","12:00","@","KAN","15","15","Sun","L 17-20","","329","58","5.6724","61","5.2951","","28:25","2:51"
"930","SEA","2001","2001-12-23","1:03","1:03","@","NYG","15","14","Sun","L 24-27","","259","59","4.3898","69","6.0870","2","29:30","3:03"
"931","TAM","2001","2001-12-23","1:01","1:01","","NOR","15","14","Sun","W 48-21","","364","70","5.2000","54","5.0185","","36:13","3:05"
"932","WAS","2001","2001-12-23","1:01","1:01","","CHI","15","14","Sun","L 15-20","","293","77","3.8052","59","4.0169","2","33:39","3:08"
"933","BAL","2001","2001-12-29","9:07","9:07","@","TAM","16","15","Sat","L 10-22","","257","68","3.7794","60","3.5500","3","30:37","3:09"
"934","TAM","2001","2001-12-29","9:07","9:07","","BAL","16","15","Sat","W 22-10","","213","60","3.5500","68","3.7794","","29:23","3:09"
"935","ATL","2001","2001-12-30","1:02","1:02","@","MIA","16","15","Sun","L 14-21","","388","72","5.3889","52","4.3462","4","36:52","4:13"
"936","BUF","2001","2001-12-30","1:03","1:03","@","NYJ","16","15","Sun","W 14-9","","368","68","5.4118","60","6.2500","1","34:30","2:55"
"937","CAR","2001","2001-12-30","1:02","1:02","","ARI","16","15","Sun","L 7-30","","318","83","3.8313","57","5.8070","2","34:12","3:12"
"938","CHI","2001","2001-12-30","1:03","1:03","@","DET","16","15","Sun","W 24-0","","326","61","5.3443","72","4.6111","","30:55","3:09"
"939","CIN","2001","2001-12-30","1:02","1:02","","PIT","16","15","Sun","W 26-23","OT","544","99","5.4949","65","4.8154","3","36:26","3:54"
"940","CLE","2001","2001-12-30","1:03","12:03","@","TEN","16","15","Sun","W 41-38","","409","59","6.9322","62","7.2903","1","29:16","3:15"
"941","IND","2001","2001-12-30","1:02","12:02","@","STL","16","15","Sun","L 17-42","","261","52","5.0192","61","7.9180","1","27:58","2:52"
"942","ARI","2001","2001-12-30","1:02","1:02","@","CAR","16","15","Sun","W 30-7","","331","57","5.8070","83","3.8313","","25:48","3:12"
"943","DAL","2001","2001-12-30","1:03","12:03","","SFO","16","15","Sun","W 27-21","","420","70","6.0000","54","5.2778","","37:49","2:54"
"944","DEN","2001","2001-12-30","4:15","2:15","","OAK","16","15","Sun","W 23-17","","231","55","4.2000","68","4.9118","","29:30","2:57"
"945","DET","2001","2001-12-30","1:03","1:03","","CHI","16","15","Sun","L 0-24","","332","72","4.6111","61","5.3443","5","29:05","3:09"
"946","GNB","2001","2001-12-30","1:02","12:02","","MIN","16","15","Sun","W 24-13","","213","51","4.1765","75","4.0267","1","27:51","3:10"
"947","JAX","2001","2001-12-30","1:05","1:05","","KAN","16","15","Sun","L 26-30","","431","67","6.4328","68","5.3676","3","27:20","3:07"
"948","KAN","2001","2001-12-30","1:05","1:05","@","JAX","16","15","Sun","W 30-26","","365","68","5.3676","67","6.4328","4","32:40","3:07"
"949","MIA","2001","2001-12-30","1:02","1:02","","ATL","16","15","Sun","W 21-14","","226","52","4.3462","72","5.3889","3","23:08","4:13"
"950","MIN","2001","2001-12-30","1:02","12:02","@","GNB","16","15","Sun","L 13-24","","302","75","4.0267","51","4.1765","3","32:09","3:10"
"951","NOR","2001","2001-12-30","8:36","7:36","","WAS","16","15","Sun","L 10-40","","213","55","3.8727","61","4.3115","4","27:25","3:07"
"952","NYG","2001","2001-12-30","4:06","4:06","@","PHI","16","15","Sun","L 21-24","","420","67","6.2687","66","5.4697","1","30:20","3:09"
"953","NYJ","2001","2001-12-30","1:03","1:03","","BUF","16","15","Sun","L 9-14","","375","60","6.2500","68","5.4118","3","25:30","2:55"
"954","TEN","2001","2001-12-30","1:03","12:03","","CLE","16","15","Sun","L 38-41","","452","62","7.2903","59","6.9322","2","30:44","3:15"
"955","PHI","2001","2001-12-30","4:06","4:06","","NYG","16","15","Sun","W 24-21","","361","66","5.4697","67","6.2687","2","29:40","3:09"
"956","PIT","2001","2001-12-30","1:02","1:02","@","CIN","16","15","Sun","L 23-26","OT","313","65","4.8154","99","5.4949","5","34:26","3:54"
"957","OAK","2001","2001-12-30","4:15","2:15","@","DEN","16","15","Sun","L 17-23","","334","68","4.9118","55","4.2000","3","30:30","2:57"
"958","STL","2001","2001-12-30","1:02","12:02","","IND","16","15","Sun","W 42-17","","483","61","7.9180","52","5.0192","1","32:02","2:52"
"959","SDG","2001","2001-12-30","4:15","1:15","","SEA","16","16","Sun","L 22-25","","398","73","5.4521","51","6.0196","2","34:09","3:10"
"960","SEA","2001","2001-12-30","4:15","1:15","@","SDG","16","15","Sun","W 25-22","","307","51","6.0196","73","5.4521","","25:51","3:10"
"961","SFO","2001","2001-12-30","1:03","12:03","@","DAL","16","15","Sun","L 21-27","","285","54","5.2778","70","6.0000","1","22:11","2:54"
"962","WAS","2001","2001-12-30","8:36","7:36","@","NOR","16","15","Sun","W 40-10","","263","61","4.3115","55","3.8727","1","32:35","3:07"
"963","ATL","2001","2002-01-06","4:05","3:05","@","STL","17","16","Sun","L 13-31","","255","56","4.5536","61","7.5082","3","24:53","2:56"
"964","BUF","2001","2002-01-06","4:17","4:17","@","MIA","17","16","Sun","L 7-34","","250","59","4.2373","62","4.6613","3","24:16","2:55"
"965","CAR","2001","2002-01-06","1:02","1:02","","NWE","17","16","Sun","L 6-38","","322","65","4.9538","66","4.5152","6","26:39","3:05"
"966","CHI","2001","2002-01-06","1:02","12:02","","JAX","17","16","Sun","W 33-13","","322","70","4.6000","56","4.2321","1","35:13","2:55"
"967","CIN","2001","2002-01-06","1:03","12:03","@","TEN","17","16","Sun","W 23-21","","436","76","5.7368","58","5.6724","3","31:10","3:16"
"968","CLE","2001","2002-01-06","1:01","1:01","@","PIT","17","16","Sun","L 7-28","","173","49","3.5306","62","6.0645","3","25:16","2:46"
"969","IND","2001","2002-01-06","1:00","1:00","","DEN","17","16","Sun","W 29-10","","335","66","5.0758","62","3.5323","1","32:38","2:55"
"970","ARI","2001","2002-01-06","1:01","1:01","@","WAS","17","16","Sun","L 17-20","","187","44","4.2500","75","4.5333","1","19:53","2:54"
"971","DAL","2001","2002-01-06","1:03","1:03","@","DET","17","16","Sun","L 10-15","","264","53","4.9811","68","5.3824","1","26:30","2:59"
"972","DEN","2001","2002-01-06","1:00","1:00","@","IND","17","16","Sun","L 10-29","","219","62","3.5323","66","5.0758","4","27:22","2:55"
"973","DET","2001","2002-01-06","1:03","1:03","","DAL","17","16","Sun","W 15-10","","366","68","5.3824","53","4.9811","","33:30","2:59"
"974","GNB","2001","2002-01-06","1:04","1:04","@","NYG","17","16","Sun","W 34-25","","413","57","7.2456","81","6.4691","1","26:51","3:09"
"975","JAX","2001","2002-01-06","1:02","12:02","@","CHI","17","16","Sun","L 13-33","","237","56","4.2321","70","4.6000","3","24:47","2:55"
"976","KAN","2001","2002-01-06","4:16","1:16","@","SEA","17","16","Sun","L 18-21","","308","64","4.8125","73","5.3288","1","27:19","3:09"
"977","MIA","2001","2002-01-06","4:17","4:17","","BUF","17","16","Sun","W 34-7","","289","62","4.6613","59","4.2373","","35:44","2:55"
"978","NOR","2001","2002-01-06","12:03","12:03","","SFO","17","16","Sun","L 0-38","","126","54","2.3333","66","6.1667","6","26:00","2:46"
"979","NWE","2001","2002-01-06","1:02","1:02","@","CAR","17","16","Sun","W 38-6","","298","66","4.5152","65","4.9538","3","33:21","3:05"
"980","NYG","2001","2002-01-06","1:04","1:04","","GNB","17","16","Sun","L 25-34","","524","81","6.4691","57","7.2456","3","33:09","3:09"
"981","NYJ","2001","2002-01-06","4:15","1:15","@","OAK","17","16","Sun","W 24-22","","302","54","5.5926","69","4.8841","3","26:18","2:58"
"982","TEN","2001","2002-01-06","1:03","12:03","","CIN","17","16","Sun","L 21-23","","329","58","5.6724","76","5.7368","2","28:50","3:16"
"983","PHI","2001","2002-01-06","8:30","8:30","@","TAM","17","16","Sun","W 17-13","","296","54","5.4815","60","3.9333","2","27:18","3:07"
"984","PIT","2001","2002-01-06","1:01","1:01","","CLE","17","16","Sun","W 28-7","","376","62","6.0645","49","3.5306","3","34:44","2:46"
"985","OAK","2001","2002-01-06","4:15","1:15","","NYJ","17","16","Sun","L 22-24","","337","69","4.8841","54","5.5926","","33:42","2:58"
"986","STL","2001","2002-01-06","4:05","3:05","","ATL","17","16","Sun","W 31-13","","458","61","7.5082","56","4.5536","3","35:07","2:56"
"987","SEA","2001","2002-01-06","4:16","1:16","","KAN","17","16","Sun","W 21-18","","389","73","5.3288","64","4.8125","2","32:41","3:09"
"988","SFO","2001","2002-01-06","12:03","12:03","@","NOR","17","16","Sun","W 38-0","","407","66","6.1667","54","2.3333","1","34:00","2:46"
"989","TAM","2001","2002-01-06","8:30","8:30","","PHI","17","16","Sun","L 13-17","","236","60","3.9333","54","5.4815","2","32:42","3:07"
"990","WAS","2001","2002-01-06","1:01","1:01","","ARI","17","16","Sun","W 20-17","","340","75","4.5333","44","4.2500","1","40:07","2:54"
"991","MIN","2001","2002-01-07","9:07","9:07","@","BAL","17","16","Mon","L 3-19","","179","56","3.1964","71","4.9437","4","26:19","3:05"
"992","BAL","2001","2002-01-07","9:07","9:07","","MIN","17","16","Mon","W 19-3","","351","71","4.9437","56","3.1964","","33:41","3:05"
"993","NYG","2002","2002-09-05","8:38","8:38","","SFO","1","1","Thu","L 13-16","","361","70","5.1571","51","5.4706","3","32:28","2:50"
"994","SFO","2002","2002-09-05","8:38","8:38","@","NYG","1","1","Thu","W 16-13","","279","51","5.4706","70","5.1571","1","27:32","2:50"
"995","ATL","2002","2002-09-08","1:04","12:04","@","GNB","1","1","Sun","L 34-37","OT","374","57","6.5614","76","6.3684","1","30:55","3:36"
"996","BUF","2002","2002-09-08","1:04","1:04","","NYJ","1","1","Sun","L 31-37","OT","384","75","5.1200","47","5.6596","3","39:08","3:25"
"997","CAR","2002","2002-09-08","1:04","1:04","","BAL","1","1","Sun","W 10-7","","265","57","4.6491","55","5.2545","","33:51","2:50"
"998","CHI","2002","2002-09-08","1:04","12:04","","MIN","1","1","Sun","W 27-23","","368","60","6.1333","62","5.9355","2","28:29","3:21"
"999","CIN","2002","2002-09-08","1:04","1:04","","SDG","1","1","Sun","L 6-34","","203","48","4.2292","65","6.1692","1","22:12","2:57"
"1000","CLE","2002","2002-09-08","1:04","1:04","","KAN","1","1","Sun","L 39-40","","411","61","6.7377","59","7.9661","1","29:44","3:20"
"1001","IND","2002","2002-09-08","1:04","1:04","@","JAX","1","1","Sun","W 28-25","","307","60","5.1167","69","4.9710","2","27:27","3:01"
"1002","ARI","2002","2002-09-08","1:05","1:05","@","WAS","1","1","Sun","L 23-31","","257","57","4.5088","73","6.0548","1","25:36","3:04"
"1003","DAL","2002","2002-09-08","8:36","7:36","@","HOU","1","1","Sun","L 10-19","","267","57","4.6842","63","3.3333","2","26:05","3:19"
"1004","DEN","2002","2002-09-08","4:17","2:17","","STL","1","1","Sun","W 23-16","","291","57","5.1053","57","5.7368","2","28:14","2:51"
"1005","DET","2002","2002-09-08","1:04","1:04","@","MIA","1","1","Sun","L 21-49","","257","58","4.4310","68","5.7206","2","25:36","3:02"
"1006","GNB","2002","2002-09-08","1:04","12:04","","ATL","1","1","Sun","W 37-34","OT","484","76","6.3684","57","6.5614","1","38:50","3:36"
"1007","HOU","2002","2002-09-08","8:36","7:36","","DAL","1","1","Sun","W 19-10","","210","63","3.3333","57","4.6842","1","33:55","3:19"
"1008","JAX","2002","2002-09-08","1:04","1:04","","IND","1","1","Sun","L 25-28","","343","69","4.9710","60","5.1167","2","32:33","3:01"
"1009","KAN","2002","2002-09-08","1:04","1:04","@","CLE","1","1","Sun","W 40-39","","470","59","7.9661","61","6.7377","1","30:16","3:20"
"1010","MIA","2002","2002-09-08","1:04","1:04","","DET","1","1","Sun","W 49-21","","389","68","5.7206","58","4.4310","","34:24","3:02"
"1011","MIN","2002","2002-09-08","1:04","12:04","@","CHI","1","1","Sun","L 23-27","","368","62","5.9355","60","6.1333","3","31:31","3:21"
"1012","NOR","2002","2002-09-08","4:15","4:15","@","TAM","1","1","Sun","W 26-20","OT","368","78","4.7179","77","4.3247","1","40:41","3:41"
"1013","NYJ","2002","2002-09-08","1:04","1:04","@","BUF","1","1","Sun","W 37-31","OT","266","47","5.6596","75","5.1200","1","21:06","3:25"
"1014","TEN","2002","2002-09-08","1:06","12:06","","PHI","1","1","Sun","W 27-24","","328","60","5.4667","64","4.0781","4","30:48","3:20"
"1015","PHI","2002","2002-09-08","1:06","12:06","@","TEN","1","1","Sun","L 24-27","","261","64","4.0781","60","5.4667","3","29:12","3:20"
"1016","OAK","2002","2002-09-08","4:17","1:17","","SEA","1","1","Sun","W 31-17","","423","70","6.0429","51","3.6471","2","34:51","3:16"
"1017","STL","2002","2002-09-08","4:17","2:17","@","DEN","1","1","Sun","L 16-23","","327","57","5.7368","57","5.1053","2","31:46","2:51"
"1018","BAL","2002","2002-09-08","1:04","1:04","@","CAR","1","1","Sun","L 7-10","","289","55","5.2545","57","4.6491","1","26:09","2:50"
"1019","SDG","2002","2002-09-08","1:04","1:04","@","CIN","1","1","Sun","W 34-6","","401","65","6.1692","48","4.2292","","37:48","2:57"
"1020","SEA","2002","2002-09-08","4:17","1:17","@","OAK","1","1","Sun","L 17-31","","186","51","3.6471","70","6.0429","","25:09","3:16"
"1021","TAM","2002","2002-09-08","4:15","4:15","","NOR","1","1","Sun","L 20-26","OT","333","77","4.3247","78","4.7179","1","31:29","3:41"
"1022","WAS","2002","2002-09-08","1:05","1:05","","ARI","1","1","Sun","W 31-23","","442","73","6.0548","57","4.5088","1","34:24","3:04"
"1023","NWE","2002","2002-09-09","9:12","9:12","","PIT","1","1","Mon","W 30-14","","343","63","5.4444","67","4.2239","1","29:29","3:25"
"1024","PIT","2002","2002-09-09","9:12","9:12","@","NWE","1","1","Mon","L 14-30","","283","67","4.2239","63","5.4444","5","30:31","3:25"
"1025","ATL","2002","2002-09-15","1:04","1:04","","CHI","2","2","Sun","L 13-14","","257","62","4.1452","56","4.3214","3","31:25","3:10"
"1026","BUF","2002","2002-09-15","4:15","3:15","@","MIN","2","2","Sun","W 45-39","OT","468","66","7.0909","90","4.9889","","30:23","4:05"
"1027","CAR","2002","2002-09-15","1:04","1:04","","DET","2","2","Sun","W 31-7","","385","63","6.1111","58","2.1034","","33:43","3:01"
"1028","CHI","2002","2002-09-15","1:04","1:04","@","ATL","2","2","Sun","W 14-13","","242","56","4.3214","62","4.1452","2","28:35","3:10"
"1029","CIN","2002","2002-09-15","1:03","1:03","@","CLE","2","2","Sun","L 7-20","","357","83","4.3012","58","4.5690","3","31:18","3:14"
"1030","CLE","2002","2002-09-15","1:03","1:03","","CIN","2","2","Sun","W 20-7","","265","58","4.5690","83","4.3012","","28:42","3:14"
"1031","IND","2002","2002-09-15","1:00","12:00","","MIA","2","2","Sun","L 13-21","","432","76","5.6842","53","6.4528","3","31:13","3:00"
"1032","ARI","2002","2002-09-15","4:05","1:05","@","SEA","2","2","Sun","W 24-13","","347","59","5.8814","77","5.5325","1","29:00","3:07"
"1033","DAL","2002","2002-09-15","1:02","12:02","","TEN","2","2","Sun","W 21-13","","297","51","5.8235","72","4.6250","","24:15","3:10"
"1034","DEN","2002","2002-09-15","4:00","1:00","@","SFO","2","2","Sun","W 24-14","","299","58","5.1552","58","4.5000","1","30:33","3:06"
"1035","DET","2002","2002-09-15","1:04","1:04","@","CAR","2","2","Sun","L 7-31","","122","58","2.1034","63","6.1111","3","26:17","3:01"
"1036","GNB","2002","2002-09-15","1:04","12:04","@","NOR","2","2","Sun","L 20-35","","357","66","5.4091","57","6.2632","4","30:26","3:07"
"1037","HOU","2002","2002-09-15","4:15","1:15","@","SDG","2","2","Sun","L 3-24","","118","59","2.0000","65","4.1077","3","27:36","3:27"
"1038","JAX","2002","2002-09-15","1:00","12:00","@","KAN","2","2","Sun","W 23-16","","450","65","6.9231","61","5.5082","1","31:44","2:59"
"1039","KAN","2002","2002-09-15","1:00","12:00","","JAX","2","2","Sun","L 16-23","","336","61","5.5082","65","6.9231","2","28:16","2:59"
"1040","MIA","2002","2002-09-15","1:00","12:00","@","IND","2","2","Sun","W 21-13","","342","53","6.4528","76","5.6842","1","28:47","3:00"
"1041","MIN","2002","2002-09-15","4:15","3:15","","BUF","2","2","Sun","L 39-45","OT","449","90","4.9889","66","7.0909","3","39:49","4:05"
"1042","NOR","2002","2002-09-15","1:04","12:04","","GNB","2","2","Sun","W 35-20","","357","57","6.2632","66","5.4091","2","29:34","3:07"
"1043","NWE","2002","2002-09-15","1:03","1:03","@","NYJ","2","2","Sun","W 44-7","","432","75","5.7600","47","4.2553","2","38:04","3:09"
"1044","NYG","2002","2002-09-15","3:05","3:05","@","STL","2","2","Sun","W 26-21","","394","66","5.9697","57","6.1754","1","35:01","3:05"
"1045","NYJ","2002","2002-09-15","1:03","1:03","","NWE","2","2","Sun","L 7-44","","200","47","4.2553","75","5.7600","2","21:56","3:09"
"1046","TEN","2002","2002-09-15","1:02","12:02","@","DAL","2","2","Sun","L 13-21","","333","72","4.6250","51","5.8235","1","35:45","3:10"
"1047","PIT","2002","2002-09-15","8:35","8:35","","OAK","2","2","Sun","L 17-30","","273","52","5.2500","87","5.3333","5","20:26","2:15"
"1048","OAK","2002","2002-09-15","8:35","8:35","@","PIT","2","2","Sun","W 30-17","","464","87","5.3333","52","5.2500","2","39:34","2:15"
"1049","STL","2002","2002-09-15","3:05","3:05","","NYG","2","2","Sun","L 21-26","","352","57","6.1754","66","5.9697","4","24:59","3:05"
"1050","BAL","2002","2002-09-15","1:02","1:02","","TAM","2","2","Sun","L 0-25","","173","61","2.8361","62","4.5000","1","24:29","2:55"
"1051","SDG","2002","2002-09-15","4:15","1:15","","HOU","2","2","Sun","W 24-3","","267","65","4.1077","59","2.0000","1","32:24","3:27"
"1052","SEA","2002","2002-09-15","4:05","1:05","","ARI","2","2","Sun","L 13-24","","426","77","5.5325","59","5.8814","1","31:00","3:07"
"1053","SFO","2002","2002-09-15","4:00","1:00","","DEN","2","2","Sun","L 14-24","","261","58","4.5000","58","5.1552","2","29:27","3:06"
"1054","TAM","2002","2002-09-15","1:02","1:02","@","BAL","2","2","Sun","W 25-0","","279","62","4.5000","61","2.8361","","35:31","2:55"
"1055","PHI","2002","2002-09-16","9:05","9:05","@","WAS","2","2","Mon","W 37-7","","451","68","6.6324","53","3.3774","","35:23","3:06"
"1056","WAS","2002","2002-09-16","9:05","9:05","","PHI","2","2","Mon","L 7-37","","179","53","3.3774","68","6.6324","3","24:37","3:06"
"1057","ATL","2002","2002-09-22","8:35","8:35","","CIN","3","3","Sun","W 30-3","","306","63","4.8571","64","2.9844","","36:45","3:06"
"1058","BUF","2002","2002-09-22","4:05","2:05","@","DEN","3","3","Sun","L 23-28","","291","59","4.9322","67","5.1045","1","27:13","3:23"
"1059","CAR","2002","2002-09-22","1:00","12:00","@","MIN","3","3","Sun","W 21-14","","370","66","5.6061","53","4.7170","2","35:24","2:58"
"1060","CHI","2002","2002-09-22","1:05","12:05","","NOR","3","3","Sun","L 23-29","","353","71","4.9718","59","5.1186","2","33:59","3:14"
"1061","CIN","2002","2002-09-22","8:35","8:35","@","ATL","3","3","Sun","L 3-30","","191","64","2.9844","63","4.8571","2","23:15","3:06"
"1062","CLE","2002","2002-09-22","1:03","12:03","@","TEN","3","3","Sun","W 31-28","OT","403","73","5.5205","58","3.2241","4","31:02","22:44"
"1063","IND","2002","2002-09-22","1:01","12:01","@","HOU","3","3","Sun","W 23-3","","339","58","5.8448","56","3.6429","2","31:11","3:02"
"1064","ARI","2002","2002-09-22","4:05","1:05","","SDG","3","3","Sun","L 15-23","","297","60","4.9500","67","4.3134","3","25:43","3:08"
"1065","DAL","2002","2002-09-22","1:02","1:02","@","PHI","3","3","Sun","L 13-44","","304","65","4.6769","69","6.4783","4","30:52","3:18"
"1066","DEN","2002","2002-09-22","4:05","2:05","","BUF","3","3","Sun","W 28-23","","342","67","5.1045","59","4.9322","","32:47","3:23"
"1067","DET","2002","2002-09-22","4:17","4:17","","GNB","3","3","Sun","L 31-37","","271","57","4.7544","79","5.5949","5","21:06","3:26"
"1068","GNB","2002","2002-09-22","4:17","4:17","@","DET","3","3","Sun","W 37-31","","442","79","5.5949","57","4.7544","3","38:54","3:26"
"1069","HOU","2002","2002-09-22","1:01","12:01","","IND","3","3","Sun","L 3-23","","204","56","3.6429","58","5.8448","2","28:49","3:02"
