"rk","tm","year","date","time","ltime","","opp","week","g","day","result","ot","tot","ply","ypp","dply","dypp","to","top","time"
"6070","STL","2011","2011-12-24","1:02","1:02","@","PIT","16","15","Sat","L 0-27","","232","63","3.6825","50","7.5400","","30:45","2:48"
"6071","BAL","2011","2011-12-24","1:03","1:03","","CLE","16","15","Sat","W 20-14","","284","62","4.5806","60","4.2667","1","32:18","2:58"
"6072","SDG","2011","2011-12-24","4:05","4:05","@","DET","16","15","Sat","L 10-38","","367","70","5.2429","62","7.0968","2","27:39","2:56"
"6073","SEA","2011","2011-12-24","4:16","1:16","","SFO","16","15","Sat","L 17-19","","265","58","4.5690","68","5.1324","1","27:06","3:16"
"6074","SFO","2011","2011-12-24","4:16","1:16","@","SEA","16","15","Sat","W 19-17","","349","68","5.1324","58","4.5690","","32:54","3:16"
"6075","TAM","2011","2011-12-24","1:04","1:04","@","CAR","16","15","Sat","L 16-48","","317","60","5.2833","49","8.8367","4","32:57","2:50"
"6076","WAS","2011","2011-12-24","1:05","1:05","","MIN","16","15","Sat","L 26-33","","397","68","5.8382","58","6.7069","2","30:26","3:00"
"6077","CHI","2011","2011-12-25","8:30","7:30","@","GNB","16","15","Sun","L 21-35","","441","70","6.3000","51","7.1176","2","35:48","2:53"
"6078","GNB","2011","2011-12-25","8:30","7:30","","CHI","16","15","Sun","W 35-21","","363","51","7.1176","70","6.3000","","24:12","2:53"
"6079","ATL","2011","2011-12-26","8:40","7:40","@","NOR","16","15","Mon","L 16-45","","469","75","6.2533","63","7.3492","1","33:19","3:08"
"6080","NOR","2011","2011-12-26","8:40","7:40","","ATL","16","15","Mon","W 45-16","","463","63","7.3492","75","6.2533","2","26:41","3:08"
"6081","ATL","2011","2012-01-01","4:17","4:17","","TAM","17","16","Sun","W 45-24","","428","59","7.2542","61","4.8197","2","30:08","2:58"
"6082","BUF","2011","2012-01-01","1:02","1:02","@","NWE","17","16","Sun","L 21-49","","402","68","5.9118","69","6.9565","4","30:22","3:02"
"6083","CAR","2011","2012-01-01","1:03","12:03","@","NOR","17","16","Sun","L 17-45","","301","51","5.9020","73","8.4521","2","25:26","2:50"
"6084","CHI","2011","2012-01-01","1:05","12:05","@","MIN","17","16","Sun","W 17-13","","209","57","3.6667","71","4.2394","3","28:46","2:58"
"6085","CIN","2011","2012-01-01","4:16","4:16","","BAL","17","16","Sun","L 16-24","","336","69","4.8696","52","6.6731","1","30:34","2:59"
"6086","CLE","2011","2012-01-01","4:16","4:16","","PIT","17","16","Sun","L 9-13","","240","58","4.1379","78","4.6154","1","20:49","3:08"
"6087","IND","2011","2012-01-01","1:03","1:03","@","JAX","17","16","Sun","L 13-19","","298","65","4.5846","57","4.5789","3","29:12","2:41"
"6088","ARI","2011","2012-01-01","4:15","2:15","","SEA","17","16","Sun","W 23-20","OT","388","73","5.3151","73","5.0548","2","35:19","3:30"
"6089","DAL","2011","2012-01-01","8:31","8:31","@","NYG","17","16","Sun","L 14-31","","300","59","5.0847","66","6.6212","2","25:27","2:59"
"6090","DEN","2011","2012-01-01","4:16","2:16","","KAN","17","16","Sun","L 3-7","","266","71","3.7465","60","4.6833","2","32:58","2:55"
"6091","DET","2011","2012-01-01","1:02","12:02","@","GNB","17","16","Sun","L 41-45","","575","76","7.5658","71","7.7465","4","28:20","3:44"
"6092","GNB","2011","2012-01-01","1:02","12:02","","DET","17","16","Sun","W 45-41","","550","71","7.7465","76","7.5658","2","31:40","3:44"
"6093","HOU","2011","2012-01-01","1:02","12:02","","TEN","17","16","Sun","L 22-23","","387","65","5.9538","60","6.0167","1","34:38","3:09"
"6094","JAX","2011","2012-01-01","1:03","1:03","","IND","17","16","Sun","W 19-13","","261","57","4.5789","65","4.5846","1","30:48","2:41"
"6095","KAN","2011","2012-01-01","4:16","2:16","@","DEN","17","16","Sun","W 7-3","","281","60","4.6833","71","3.7465","1","27:02","2:55"
"6096","MIA","2011","2012-01-01","1:02","1:02","","NYJ","17","16","Sun","W 19-17","","210","59","3.5593","62","6.0323","2","31:07","2:57"
"6097","MIN","2011","2012-01-01","1:05","12:05","","CHI","17","16","Sun","L 13-17","","301","71","4.2394","57","3.6667","3","31:14","2:58"
"6098","NOR","2011","2012-01-01","1:03","12:03","","CAR","17","16","Sun","W 45-17","","617","73","8.4521","51","5.9020","1","34:34","2:50"
"6099","NWE","2011","2012-01-01","1:02","1:02","","BUF","17","16","Sun","W 49-21","","480","69","6.9565","68","5.9118","1","29:38","3:02"
"6100","NYG","2011","2012-01-01","8:31","8:31","","DAL","17","16","Sun","W 31-14","","437","66","6.6212","59","5.0847","","34:33","2:59"
"6101","NYJ","2011","2012-01-01","1:02","1:02","@","MIA","17","16","Sun","L 17-19","","374","62","6.0323","59","3.5593","3","28:53","2:57"
"6102","TEN","2011","2012-01-01","1:02","12:02","@","HOU","17","16","Sun","W 23-22","","361","60","6.0167","65","5.9538","1","25:22","3:09"
"6103","PHI","2011","2012-01-01","1:02","1:02","","WAS","17","16","Sun","W 34-10","","390","60","6.5000","71","5.3099","2","29:19","3:14"
"6104","PIT","2011","2012-01-01","4:16","4:16","@","CLE","17","16","Sun","W 13-9","","360","78","4.6154","58","4.1379","2","39:11","3:08"
"6105","OAK","2011","2012-01-01","4:15","1:15","","SDG","17","16","Sun","L 26-38","","520","67","7.7612","57","8.1228","1","29:33","3:14"
"6106","STL","2011","2012-01-01","1:00","12:00","","SFO","17","16","Sun","L 27-34","","311","62","5.0161","71","4.5211","2","24:52","3:22"
"6107","BAL","2011","2012-01-01","4:16","4:16","@","CIN","17","16","Sun","W 24-16","","347","52","6.6731","69","4.8696","","29:26","2:59"
"6108","SDG","2011","2012-01-01","4:15","1:15","@","OAK","17","16","Sun","W 38-26","","463","57","8.1228","67","7.7612","1","30:27","3:14"
"6109","SEA","2011","2012-01-01","4:15","2:15","@","ARI","17","16","Sun","L 20-23","OT","369","73","5.0548","73","5.3151","1","33:42","3:30"
"6110","SFO","2011","2012-01-01","1:00","12:00","@","STL","17","16","Sun","W 34-27","","321","71","4.5211","62","5.0161","","35:08","3:22"
"6111","TAM","2011","2012-01-01","4:17","4:17","@","ATL","17","16","Sun","L 24-45","","294","61","4.8197","59","7.2542","4","29:52","2:58"
"6112","WAS","2011","2012-01-01","1:02","1:02","@","PHI","17","16","Sun","L 10-34","","377","71","5.3099","60","6.5000","1","30:41","3:14"
"6113","DAL","2012","2012-09-05","8:41","8:41","@","NYG","1","1","Wed","W 24-17","","433","57","7.5965","54","4.9815","1","34:07","2:53"
"6114","NYG","2012","2012-09-05","8:41","8:41","","DAL","1","1","Wed","L 17-24","","269","54","4.9815","57","7.5965","1","25:53","2:53"
"6115","ATL","2012","2012-09-09","1:03","12:03","@","KAN","1","1","Sun","W 40-24","","376","55","6.8364","69","5.6957","","28:05","2:52"
"6116","BUF","2012","2012-09-09","1:03","1:03","@","NYJ","1","1","Sun","L 28-48","","390","58","6.7241","63","6.0952","4","28:42","3:18"
"6117","CAR","2012","2012-09-09","4:26","4:26","@","TAM","1","1","Sun","L 10-16","","301","49","6.1429","62","4.1613","2","22:33","3:01"
"6118","CHI","2012","2012-09-09","1:02","12:02","","IND","1","1","Sun","W 41-21","","428","70","6.1143","63","5.6508","1","35:28","3:25"
"6119","CLE","2012","2012-09-09","1:03","1:03","","PHI","1","1","Sun","L 16-17","","210","59","3.5593","88","5.1818","4","24:02","3:35"
"6120","IND","2012","2012-09-09","1:02","12:02","@","CHI","1","1","Sun","L 21-41","","356","63","5.6508","70","6.1143","5","24:32","3:25"
"6121","ARI","2012","2012-09-09","4:25","1:25","","SEA","1","1","Sun","W 20-16","","253","57","4.4386","70","3.6286","2","26:26","3:35"
"6122","DEN","2012","2012-09-09","8:31","6:31","","PIT","1","1","Sun","W 31-19","","334","55","6.0727","71","4.0000","1","24:55","3:08"
"6123","DET","2012","2012-09-09","1:03","1:03","","STL","1","1","Sun","W 27-23","","429","67","6.4030","55","4.5455","3","29:54","3:09"
"6124","GNB","2012","2012-09-09","4:25","3:25","","SFO","1","1","Sun","L 22-30","","324","61","5.3115","62","6.0806","1","27:00","3:25"
"6125","HOU","2012","2012-09-09","1:03","12:03","","MIA","1","1","Sun","W 30-10","","337","68","4.9559","58","4.7414","","34:44","2:59"
"6126","JAX","2012","2012-09-09","1:05","12:05","@","MIN","1","1","Sun","L 23-26","OT","355","75","4.7333","58","6.7069","1","37:49","3:15"
"6127","KAN","2012","2012-09-09","1:03","12:03","","ATL","1","1","Sun","L 24-40","","393","69","5.6957","55","6.8364","3","31:55","2:52"
"6128","MIA","2012","2012-09-09","1:03","12:03","@","HOU","1","1","Sun","L 10-30","","275","58","4.7414","68","4.9559","4","25:16","2:59"
"6129","MIN","2012","2012-09-09","1:05","12:05","","JAX","1","1","Sun","W 26-23","OT","389","58","6.7069","75","4.7333","1","27:05","3:15"
"6130","NOR","2012","2012-09-09","1:03","12:03","","WAS","1","1","Sun","L 32-40","","358","64","5.5938","71","6.4648","3","20:50","3:42"
"6131","NWE","2012","2012-09-09","1:03","12:03","@","TEN","1","1","Sun","W 34-13","","390","67","5.8209","61","4.6557","","31:01","3:00"
"6132","NYJ","2012","2012-09-09","1:03","1:03","","BUF","1","1","Sun","W 48-28","","384","63","6.0952","58","6.7241","1","31:18","3:18"
"6133","TEN","2012","2012-09-09","1:03","12:03","","NWE","1","1","Sun","L 13-34","","284","61","4.6557","67","5.8209","2","28:59","3:00"
"6134","PHI","2012","2012-09-09","1:03","1:03","@","CLE","1","1","Sun","W 17-16","","456","88","5.1818","59","3.5593","5","35:58","3:35"
"6135","PIT","2012","2012-09-09","8:31","6:31","@","DEN","1","1","Sun","L 19-31","","284","71","4.0000","55","6.0727","1","35:05","3:08"
"6136","STL","2012","2012-09-09","1:03","1:03","@","DET","1","1","Sun","L 23-27","","250","55","4.5455","67","6.4030","","30:06","3:09"
"6137","SEA","2012","2012-09-09","4:25","1:25","@","ARI","1","1","Sun","L 16-20","","254","70","3.6286","57","4.4386","2","33:34","3:35"
"6138","SFO","2012","2012-09-09","4:25","3:25","@","GNB","1","1","Sun","W 30-22","","377","62","6.0806","61","5.3115","","33:00","3:25"
"6139","TAM","2012","2012-09-09","4:26","4:26","","CAR","1","1","Sun","W 16-10","","258","62","4.1613","49","6.1429","","37:27","3:01"
"6140","WAS","2012","2012-09-09","1:03","12:03","@","NOR","1","1","Sun","W 40-32","","459","71","6.4648","64","5.5938","","39:10","3:42"
"6141","CIN","2012","2012-09-10","7:10","7:10","@","BAL","1","1","Mon","L 13-44","","322","69","4.6667","58","7.4138","2","32:26","3:04"
"6142","OAK","2012","2012-09-10","10:25","7:25","","SDG","1","1","Mon","L 14-22","","321","69","4.6522","54","4.7778","1","29:26","3:06"
"6143","BAL","2012","2012-09-10","7:10","7:10","","CIN","1","1","Mon","W 44-13","","430","58","7.4138","69","4.6667","","27:34","3:04"
"6144","SDG","2012","2012-09-10","10:25","7:25","@","OAK","1","1","Mon","W 22-14","","258","54","4.7778","69","4.6522","","30:34","3:06"
"6145","CHI","2012","2012-09-13","8:29","7:29","@","GNB","2","2","Thu","L 10-23","","168","57","2.9474","66","4.8636","4","27:49","3:12"
"6146","GNB","2012","2012-09-13","8:29","7:29","","CHI","2","2","Thu","W 23-10","","321","66","4.8636","57","2.9474","2","32:11","3:12"
"6147","BUF","2012","2012-09-16","1:02","1:02","","KAN","2","2","Sun","W 35-17","","379","55","6.8909","71","5.9437","","29:21","3:11"
"6148","CAR","2012","2012-09-16","1:03","1:03","","NOR","2","2","Sun","W 35-27","","463","62","7.4677","77","6.3117","1","29:36","3:09"
"6149","CIN","2012","2012-09-16","1:02","1:02","","CLE","2","2","Sun","W 34-27","","375","62","6.0484","62","7.0806","1","32:53","3:16"
"6150","CLE","2012","2012-09-16","1:02","1:02","@","CIN","2","2","Sun","L 27-34","","439","62","7.0806","62","6.0484","1","27:07","3:16"
"6151","IND","2012","2012-09-16","1:03","1:03","","MIN","2","2","Sun","W 23-20","","278","63","4.4127","65","5.0308","","29:38","3:12"
"6152","ARI","2012","2012-09-16","1:02","1:02","@","NWE","2","2","Sun","W 20-18","","242","61","3.9672","78","4.9615","2","28:19","3:19"
"6153","DAL","2012","2012-09-16","4:06","1:06","@","SEA","2","2","Sun","L 7-27","","296","57","5.1930","63","5.0000","2","25:21","2:57"
"6154","DET","2012","2012-09-16","8:30","5:30","@","SFO","2","2","Sun","L 19-27","","296","60","4.9333","61","5.7213","1","30:26","3:06"
"6155","HOU","2012","2012-09-16","1:03","1:03","@","JAX","2","2","Sun","W 27-7","","411","83","4.9518","38","3.0789","","43:17","3:00"
"6156","JAX","2012","2012-09-16","1:03","1:03","","HOU","2","2","Sun","L 7-27","","117","38","3.0789","83","4.9518","1","16:43","3:00"
"6157","KAN","2012","2012-09-16","1:02","1:02","@","BUF","2","2","Sun","L 17-35","","422","71","5.9437","55","6.8909","3","30:39","3:11"
"6158","MIA","2012","2012-09-16","1:02","1:02","","OAK","2","2","Sun","W 35-13","","452","74","6.1081","62","6.3871","","34:41","3:10"
"6159","MIN","2012","2012-09-16","1:03","1:03","@","IND","2","2","Sun","L 20-23","","327","65","5.0308","63","4.4127","1","30:22","3:12"
"6160","NOR","2012","2012-09-16","1:03","1:03","@","CAR","2","2","Sun","L 27-35","","486","77","6.3117","62","7.4677","2","30:24","3:09"
"6161","NWE","2012","2012-09-16","1:02","1:02","","ARI","2","2","Sun","L 18-20","","387","78","4.9615","61","3.9672","1","31:41","3:19"
"6162","NYG","2012","2012-09-16","1:03","1:03","","TAM","2","2","Sun","W 41-34","","604","76","7.9474","52","5.9038","3","33:29","3:23"
"6163","NYJ","2012","2012-09-16","4:25","4:25","@","PIT","2","2","Sun","L 10-27","","219","51","4.2941","62","5.3387","1","23:24","3:08"
"6164","TEN","2012","2012-09-16","4:25","1:25","@","SDG","2","2","Sun","L 10-38","","212","40","5.3000","75","5.5467","1","16:21","3:03"
"6165","PHI","2012","2012-09-16","1:03","1:03","","BAL","2","2","Sun","W 24-23","","486","75","6.4800","65","5.0000","4","34:21","3:38"
"6166","PIT","2012","2012-09-16","4:25","4:25","","NYJ","2","2","Sun","W 27-10","","331","62","5.3387","51","4.2941","","36:36","3:08"
"6167","OAK","2012","2012-09-16","1:02","1:02","@","MIA","2","2","Sun","L 13-35","","396","62","6.3871","74","6.1081","1","25:19","3:10"
"6168","STL","2012","2012-09-16","4:05","3:05","","WAS","2","2","Sun","W 31-28","","452","64","7.0625","59","6.3220","3","31:24","3:26"
"6169","BAL","2012","2012-09-16","1:03","1:03","@","PHI","2","2","Sun","L 23-24","","325","65","5.0000","75","6.4800","2","25:39","3:38"
"6170","SDG","2012","2012-09-16","4:25","1:25","","TEN","2","2","Sun","W 38-10","","416","75","5.5467","40","5.3000","1","43:39","3:03"
"6171","SEA","2012","2012-09-16","4:06","1:06","","DAL","2","2","Sun","W 27-7","","315","63","5.0000","57","5.1930","","34:39","2:57"
"6172","SFO","2012","2012-09-16","8:30","5:30","","DET","2","2","Sun","W 27-19","","349","61","5.7213","60","4.9333","1","29:34","3:06"
"6173","TAM","2012","2012-09-16","1:03","1:03","@","NYG","2","2","Sun","L 34-41","","307","52","5.9038","76","7.9474","2","26:31","3:23"
"6174","WAS","2012","2012-09-16","4:05","3:05","@","STL","2","2","Sun","L 28-31","","373","59","6.3220","64","7.0625","1","28:36","3:26"
"6175","ATL","2012","2012-09-17","8:41","8:41","","DEN","2","2","Mon","W 27-21","","275","65","4.2308","67","5.0149","","32:40","3:27"
"6176","DEN","2012","2012-09-17","8:41","8:41","@","ATL","2","2","Mon","L 21-27","","336","67","5.0149","65","4.2308","4","27:20","3:27"
"6177","CAR","2012","2012-09-20","8:20","8:20","","NYG","3","3","Thu","L 7-36","","327","55","5.9455","68","5.9559","5","23:50","3:06"
"6178","NYG","2012","2012-09-20","8:20","8:20","@","CAR","3","3","Thu","W 36-7","","405","68","5.9559","55","5.9455","","36:10","3:06"
"6179","ATL","2012","2012-09-23","4:05","1:05","@","SDG","3","3","Sun","W 27-3","","384","68","5.6471","56","5.0000","1","36:14","2:55"
"6180","BUF","2012","2012-09-23","1:02","1:02","@","CLE","3","3","Sun","W 24-14","","344","70","4.9143","60","4.0000","1","32:56","3:10"
"6181","CHI","2012","2012-09-23","1:04","12:04","","STL","3","3","Sun","W 23-6","","274","67","4.0896","58","2.7586","1","33:56","3:06"
"6182","CIN","2012","2012-09-23","1:03","1:03","@","WAS","3","3","Sun","W 38-31","","478","58","8.2414","74","5.1486","2","27:30","3:21"
"6183","CLE","2012","2012-09-23","1:02","1:02","","BUF","3","3","Sun","L 14-24","","240","60","4.0000","70","4.9143","2","27:04","3:10"
"6184","IND","2012","2012-09-23","1:03","1:03","","JAX","3","3","Sun","L 17-22","","437","75","5.8267","54","6.1667","1","32:24","3:25"
"6185","ARI","2012","2012-09-23","4:05","1:05","","PHI","3","3","Sun","W 27-6","","292","61","4.7869","63","4.8730","","34:33","3:06"
"6186","DAL","2012","2012-09-23","1:05","12:05","","TAM","3","3","Sun","W 16-10","","297","66","4.5000","55","3.0182","3","33:04","3:22"
"6187","DEN","2012","2012-09-23","4:25","2:25","","HOU","3","3","Sun","L 25-31","","375","76","4.9342","65","6.7077","1","28:20","3:27"
"6188","DET","2012","2012-09-23","1:03","12:03","@","TEN","3","3","Sun","L 41-44","OT","583","92","6.3370","61","7.1639","1","40:36","3:51"
"6189","HOU","2012","2012-09-23","4:25","2:25","@","DEN","3","3","Sun","W 31-25","","436","65","6.7077","76","4.9342","2","31:40","3:27"
"6190","JAX","2012","2012-09-23","1:03","1:03","@","IND","3","3","Sun","W 22-17","","333","54","6.1667","75","5.8267","","27:36","3:25"
"6191","KAN","2012","2012-09-23","1:02","12:02","@","NOR","3","3","Sun","W 27-24","OT","510","92","5.5435","59","4.8814","3","42:32","3:54"
"6192","MIA","2012","2012-09-23","1:03","1:03","","NYJ","3","3","Sun","L 20-23","OT","381","79","4.8228","79","4.9114","2","33:33","4:00"
"6193","MIN","2012","2012-09-23","1:05","12:05","","SFO","3","3","Sun","W 24-13","","344","76","4.5263","58","4.8276","2","33:28","3:13"
"6194","NOR","2012","2012-09-23","1:02","12:02","","KAN","3","3","Sun","L 24-27","OT","288","59","4.8814","92","5.5435","1","26:01","3:54"
"6195","NWE","2012","2012-09-23","8:31","8:31","@","BAL","3","3","Sun","L 30-31","","396","77","5.1429","65","7.7385","","31:03","3:24"
"6196","NYJ","2012","2012-09-23","1:03","1:03","@","MIA","3","3","Sun","W 23-20","OT","388","79","4.9114","79","4.8228","2","35:23","4:00"
"6197","TEN","2012","2012-09-23","1:03","12:03","","DET","3","3","Sun","W 44-41","OT","437","61","7.1639","92","6.3370","2","27:49","3:51"
"6198","PHI","2012","2012-09-23","4:05","1:05","@","ARI","3","3","Sun","L 6-27","","307","63","4.8730","61","4.7869","3","25:27","3:06"
"6199","PIT","2012","2012-09-23","4:25","1:25","@","OAK","3","3","Sun","L 31-34","","433","70","6.1857","56","5.7321","2","36:15","3:39"
"6200","OAK","2012","2012-09-23","4:25","1:25","","PIT","3","3","Sun","W 34-31","","321","56","5.7321","70","6.1857","1","23:45","3:39"
"6201","STL","2012","2012-09-23","1:04","12:04","@","CHI","3","3","Sun","L 6-23","","160","58","2.7586","67","4.0896","2","26:04","3:06"
"6202","BAL","2012","2012-09-23","8:31","8:31","","NWE","3","3","Sun","W 31-30","","503","65","7.7385","77","5.1429","1","28:57","3:24"
"6203","SDG","2012","2012-09-23","4:05","1:05","","ATL","3","3","Sun","L 3-27","","280","56","5.0000","68","5.6471","4","23:46","2:55"
"6204","SFO","2012","2012-09-23","1:05","12:05","@","MIN","3","3","Sun","L 13-24","","280","58","4.8276","76","4.5263","3","26:32","3:13"
"6205","TAM","2012","2012-09-23","1:05","12:05","@","DAL","3","3","Sun","L 10-16","","166","55","3.0182","66","4.5000","2","26:56","3:22"
"6206","WAS","2012","2012-09-23","1:03","1:03","","CIN","3","3","Sun","L 31-38","","381","74","5.1486","58","8.2414","1","32:30","3:21"
"6207","GNB","2012","2012-09-24","8:41","5:41","@","SEA","3","3","Mon","L 12-14","","268","68","3.9412","51","4.6667","","33:39","3:16"
"6208","SEA","2012","2012-09-24","8:41","5:41","","GNB","3","3","Mon","W 14-12","","238","51","4.6667","68","3.9412","","26:21","3:16"
"6209","CLE","2012","2012-09-27","8:30","8:30","@","BAL","4","4","Thu","L 16-23","","357","70","5.1000","77","5.6883","2","26:57","3:15"
"6210","BAL","2012","2012-09-27","8:30","8:30","","CLE","4","4","Thu","W 23-16","","438","77","5.6883","70","5.1000","1","33:03","3:15"
"6211","ATL","2012","2012-09-30","1:03","1:03","","CAR","4","4","Sun","W 30-28","","426","66","6.4545","63","6.4127","1","29:54","3:21"
"6212","BUF","2012","2012-09-30","1:02","1:02","","NWE","4","4","Sun","L 28-52","","438","69","6.3478","77","7.5325","6","29:13","3:17"
"6213","CAR","2012","2012-09-30","1:03","1:03","@","ATL","4","4","Sun","L 28-30","","404","63","6.4127","66","6.4545","1","30:06","3:21"
"6214","CIN","2012","2012-09-30","4:05","4:05","@","JAX","4","4","Sun","W 27-10","","382","65","5.8769","58","3.6552","2","31:19","2:46"
"6215","ARI","2012","2012-09-30","4:05","1:05","","MIA","4","4","Sun","W 24-21","OT","297","71","4.1831","74","6.4865","2","31:31","3:27"
"6216","DEN","2012","2012-09-30","4:05","2:05","","OAK","4","4","Sun","W 37-6","","503","77","6.5325","53","4.4717","1","37:25","2:55"
"6217","DET","2012","2012-09-30","1:03","1:03","","MIN","4","4","Sun","L 13-20","","341","76","4.4868","56","4.0536","1","30:42","3:01"
"6218","GNB","2012","2012-09-30","4:25","3:25","","NOR","4","4","Sun","W 28-27","","421","66","6.3788","75","6.3200","2","29:32","3:18"
"6219","HOU","2012","2012-09-30","1:03","12:03","","TEN","4","4","Sun","W 38-14","","297","59","5.0339","60","5.4167","","32:26","2:54"
"6220","JAX","2012","2012-09-30","4:05","4:05","","CIN","4","4","Sun","L 10-27","","212","58","3.6552","65","5.8769","2","28:41","2:46"
"6221","KAN","2012","2012-09-30","1:03","12:03","","SDG","4","4","Sun","L 20-37","","349","66","5.2879","60","4.8833","6","26:08","3:14"
"6222","MIA","2012","2012-09-30","4:05","1:05","@","ARI","4","4","Sun","L 21-24","OT","480","74","6.4865","71","4.1831","4","35:00","3:27"
"6223","MIN","2012","2012-09-30","1:03","1:03","@","DET","4","4","Sun","W 20-13","","227","56","4.0536","76","4.4868","","29:18","3:01"
"6224","NOR","2012","2012-09-30","4:25","3:25","@","GNB","4","4","Sun","L 27-28","","474","75","6.3200","66","6.3788","","30:28","3:18"
"6225","NWE","2012","2012-09-30","1:02","1:02","@","BUF","4","4","Sun","W 52-28","","580","77","7.5325","69","6.3478","2","30:47","3:17"
"6226","NYG","2012","2012-09-30","8:30","8:30","@","PHI","4","4","Sun","L 17-19","","366","61","6.0000","68","6.2059","1","26:39","3:09"
"6227","NYJ","2012","2012-09-30","1:03","1:03","","SFO","4","4","Sun","L 0-34","","145","50","2.9000","68","5.6029","4","23:04","2:56"
"6228","TEN","2012","2012-09-30","1:03","12:03","@","HOU","4","4","Sun","L 14-38","","325","60","5.4167","59","5.0339","3","27:34","2:54"
"6229","PHI","2012","2012-09-30","8:30","8:30","","NYG","4","4","Sun","W 19-17","","422","68","6.2059","61","6.0000","","33:21","3:09"
"6230","OAK","2012","2012-09-30","4:05","2:05","@","DEN","4","4","Sun","L 6-37","","237","53","4.4717","77","6.5325","","22:35","2:55"
"6231","STL","2012","2012-09-30","1:00","12:00","","SEA","4","4","Sun","W 19-13","","286","60","4.7667","61","5.2295","1","30:08","2:56"
"6232","SDG","2012","2012-09-30","1:03","12:03","@","KAN","4","4","Sun","W 37-20","","293","60","4.8833","66","5.2879","1","33:52","3:14"
"6233","SEA","2012","2012-09-30","1:00","12:00","@","STL","4","4","Sun","L 13-19","","319","61","5.2295","60","4.7667","3","29:52","2:56"
"6234","SFO","2012","2012-09-30","1:03","1:03","@","NYJ","4","4","Sun","W 34-0","","381","68","5.6029","50","2.9000","","36:56","2:56"
"6235","TAM","2012","2012-09-30","4:25","4:25","","WAS","4","4","Sun","L 22-24","","373","58","6.4310","67","7.0746","1","27:41","3:31"
"6236","WAS","2012","2012-09-30","4:25","4:25","@","TAM","4","4","Sun","W 24-22","","474","67","7.0746","58","6.4310","","32:19","3:31"
"6237","CHI","2012","2012-10-01","8:40","7:40","@","DAL","4","4","Mon","W 34-18","","360","54","6.6667","68","6.3235","1","30:50","2:58"
"6238","DAL","2012","2012-10-01","8:40","7:40","","CHI","4","4","Mon","L 18-34","","430","68","6.3235","54","6.6667","5","29:10","2:58"
"6239","ARI","2012","2012-10-04","8:20","7:20","@","STL","5","5","Thu","L 3-17","","282","76","3.7105","54","4.4815","1","34:22","3:21"
"6240","STL","2012","2012-10-04","8:20","7:20","","ARI","5","5","Thu","W 17-3","","242","54","4.4815","76","3.7105","1","25:38","3:21"
"6241","ATL","2012","2012-10-07","1:04","1:04","@","WAS","5","5","Sun","W 24-17","","421","81","5.1975","48","6.5833","2","37:01","3:01"
"6242","BUF","2012","2012-10-07","4:25","1:25","@","SFO","5","5","Sun","L 3-45","","204","46","4.4348","63","9.8571","2","23:46","2:56"
"6243","CAR","2012","2012-10-07","4:04","4:04","","SEA","5","5","Sun","L 12-16","","190","52","3.6538","62","5.0000","2","24:23","2:54"
"6244","CHI","2012","2012-10-07","4:05","4:05","@","JAX","5","5","Sun","W 41-3","","501","73","6.8630","53","3.5660","1","36:00","3:02"
"6245","CIN","2012","2012-10-07","1:03","1:03","","MIA","5","5","Sun","L 13-17","","298","65","4.5846","63","4.4286","3","31:11","3:06"
"6246","CLE","2012","2012-10-07","1:02","1:02","@","NYG","5","5","Sun","L 27-41","","375","54","6.9444","71","7.0704","3","24:36","3:05"
"6247","IND","2012","2012-10-07","1:03","1:03","","GNB","5","4","Sun","W 30-27","","464","89","5.2135","61","5.8361","1","35:16","3:38"
"6248","DEN","2012","2012-10-07","4:25","4:25","@","NWE","5","5","Sun","L 21-31","","394","66","5.9697","89","4.9888","3","24:11","3:03"
"6249","GNB","2012","2012-10-07","1:03","1:03","@","IND","5","5","Sun","L 27-30","","356","61","5.8361","89","5.2135","1","24:44","3:38"
"6250","JAX","2012","2012-10-07","4:05","4:05","","CHI","5","5","Sun","L 3-41","","189","53","3.5660","73","6.8630","3","24:00","3:02"
"6251","KAN","2012","2012-10-07","1:02","12:02","","BAL","5","5","Sun","L 6-9","","338","68","4.9706","55","5.4182","4","34:10","2:54"
"6252","MIA","2012","2012-10-07","1:03","1:03","@","CIN","5","5","Sun","W 17-13","","279","63","4.4286","65","4.5846","2","28:49","3:06"
"6253","MIN","2012","2012-10-07","4:15","3:15","","TEN","5","5","Sun","W 30-7","","433","67","6.4627","69","3.8696","2","33:06","3:20"
"6254","NOR","2012","2012-10-07","8:31","7:31","","SDG","5","5","Sun","W 31-24","","404","69","5.8551","65","6.5692","1","29:26","3:07"
"6255","NWE","2012","2012-10-07","4:25","4:25","","DEN","5","5","Sun","W 31-21","","444","89","4.9888","66","5.9697","1","35:49","3:03"
"6256","NYG","2012","2012-10-07","1:02","1:02","","CLE","5","5","Sun","W 41-27","","502","71","7.0704","54","6.9444","2","35:24","3:05"
"6257","TEN","2012","2012-10-07","4:15","3:15","@","MIN","5","5","Sun","L 7-30","","267","69","3.8696","67","6.4627","2","26:54","3:20"
"6258","PHI","2012","2012-10-07","1:02","1:02","@","PIT","5","5","Sun","L 14-16","","246","56","4.3929","68","5.0441","2","26:29","3:02"
"6259","PIT","2012","2012-10-07","1:02","1:02","","PHI","5","4","Sun","W 16-14","","343","68","5.0441","56","4.3929","","33:31","3:02"
