"season","tm","g","w","l","t","wp","w_ats","l_ats","t_ats","wp_ats"
2014,"SF",16,8,8,0,50,4,10,2,25
2014,"STL",16,6,10,0,37.5,8,8,0,50
2014,"TB",16,2,14,0,12.5,7,9,0,43.8
2014,"TEN",16,2,14,0,12.5,3,13,0,18.8
2014,"WAS",16,4,12,0,25,5,11,0,31.2
2015,"ARI",16,13,3,0,81.2,9,6,1,56.2
2015,"ATL",16,8,8,0,50,6,10,0,37.5
2015,"BAL",16,5,11,0,31.2,6,9,1,37.5
2015,"BUF",16,8,8,0,50,7,7,2,43.8
2015,"CAR",16,15,1,0,93.8,11,5,0,68.8
2015,"CHI",16,6,10,0,37.5,6,9,1,37.5
2015,"CIN",16,12,4,0,75,11,3,2,68.8
2015,"CLE",16,3,13,0,18.8,6,10,0,37.5
2015,"DAL",16,4,12,0,25,4,11,1,25
2015,"DEN",16,12,4,0,75,8,7,1,50
2015,"DET",16,7,9,0,43.8,7,8,1,43.8
2015,"GB",16,10,6,0,62.5,9,7,0,56.2
2015,"HOU",16,9,7,0,56.2,9,7,0,56.2
2015,"IND",16,8,8,0,50,8,8,0,50
2015,"JAX",16,5,11,0,31.2,7,9,0,43.8
2015,"KC",16,11,5,0,68.8,8,8,0,50
2015,"MIA",16,6,10,0,37.5,5,11,0,31.2
2015,"MIN",16,11,5,0,68.8,13,3,0,81.2
2015,"NE",16,12,4,0,75,7,7,2,43.8
2015,"NO",16,7,9,0,43.8,8,7,1,50
2015,"NYG",16,6,10,0,37.5,8,7,1,50
2015,"NYJ",16,10,6,0,62.5,9,6,1,56.2
2015,"OAK",16,7,9,0,43.8,8,8,0,50
2015,"PHI",16,7,9,0,43.8,7,9,0,43.8
2015,"PIT",16,10,6,0,62.5,9,6,1,56.2
2015,"SD",16,4,12,0,25,8,8,0,50
2015,"SEA",16,10,6,0,62.5,8,7,1,50
2015,"SF",16,5,11,0,31.2,7,9,0,43.8
2015,"STL",16,7,9,0,43.8,7,9,0,43.8
2015,"TB",16,6,10,0,37.5,7,9,0,43.8
2015,"TEN",16,3,13,0,18.8,5,10,1,31.2
2015,"WAS",16,9,7,0,56.2,9,7,0,56.2
2016,"ARI",16,7,8,1,43.8,6,10,0,37.5
2016,"ATL",16,11,5,0,68.8,10,6,0,62.5
2016,"BAL",16,8,8,0,50,7,9,0,43.8
2016,"BUF",16,7,9,0,43.8,6,10,0,37.5
2016,"CAR",16,6,10,0,37.5,6,9,1,37.5
2016,"CHI",16,3,13,0,18.8,7,9,0,43.8
2016,"CIN",16,6,9,1,37.5,7,9,0,43.8
2016,"CLE",16,1,15,0,6.2,3,12,1,18.8
2016,"DAL",16,13,3,0,81.2,10,6,0,62.5
2016,"DEN",16,9,7,0,56.2,9,7,0,56.2
2016,"DET",16,9,7,0,56.2,8,8,0,50
2016,"GB",16,10,6,0,62.5,9,6,1,56.2
2016,"HOU",16,9,7,0,56.2,6,9,1,37.5
2016,"IND",16,8,8,0,50,7,8,1,43.8
2016,"JAX",16,3,13,0,18.8,8,8,0,50
2016,"KC",16,12,4,0,75,9,7,0,56.2
2016,"LAR",16,4,12,0,25,4,11,1,25
2016,"MIA",16,10,6,0,62.5,9,7,0,56.2
2016,"MIN",16,8,8,0,50,9,7,0,56.2
2016,"NE",16,14,2,0,87.5,13,3,0,81.2
2016,"NO",16,7,9,0,43.8,11,5,0,68.8
2016,"NYG",16,11,5,0,68.8,9,6,1,56.2
2016,"NYJ",16,5,11,0,31.2,6,10,0,37.5
2016,"OAK",16,12,4,0,75,10,6,0,62.5
2016,"PHI",16,7,9,0,43.8,8,8,0,50
2016,"PIT",16,11,5,0,68.8,9,6,1,56.2
2016,"SD",16,5,11,0,31.2,7,9,0,43.8
2016,"SEA",16,10,5,1,62.5,8,8,0,50
2016,"SF",16,2,14,0,12.5,5,11,0,31.2
2016,"TB",16,9,7,0,56.2,9,7,0,56.2
2016,"TEN",16,9,7,0,56.2,7,9,0,43.8
2016,"WAS",16,8,7,1,50,10,6,0,62.5
