"season","week","tm_home","tm_away","line_home","pts_home","pts_away","tm_winner_straight","tm_winner_spread","line_1","line_2","tm_1","tm_2","pts_1","pts_2","pd_1","pd_2","wp_eoy_1","pftd_1","patd_1","pdtd_1","wptd_1","w_lastn_1","pd_lastn_1","pd_wlastn_1","wp_lastn_1","wp_wlastn_1","wp_eoy_2","pftd_2","patd_2","pdtd_2","wptd_2","w_lastn_2","pd_lastn_2","pd_wlastn_2","wp_lastn_2","wp_wlastn_2","wp_eoy_diff","pftd_diff","patd_diff","pdtd_diff","wptd_diff","wp_lastn_diff","wp_wlastn_diff","pd_lastn_diff","pd_wlastn_diff"
2002,14,"NYJ","DEN",1.5,19,13,"NYJ","NYJ",1.5,-1.5,"NYJ","DEN",19,13,6,-6,55.6,21.25,22.4166666666667,-1.16666666666667,0.5,5,1.7,7.14545454545455,0.5,0.618181818181818,56.2,24.5833333333333,22.1666666666667,2.41666666666666,0.583333333333333,5,1.2,0.727272727272727,0.5,0.418181818181818,-0.600000000000001,-3.33333333333333,0.25,-1.91666666666666,-0.0833333333333334,0,0.2,0.5,6.41818181818182
2002,14,"SDG","OAK",3.5,7,27,"OAK","OAK",-3.5,3.5,"OAK","SDG",27,7,20,-20,68.4,29.5,21.5,8,0.666666666666667,6,6.9,7.25454545454545,0.6,0.672727272727273,50,21.9166666666667,22.0833333333333,-0.166666666666664,0.666666666666667,6,-5.1,-7.23636363636364,0.6,0.545454545454545,18.4,7.58333333333333,-0.583333333333332,0.833333333333331,0,0,0.127272727272727,12,14.4909090909091
2002,14,"SEA","PHI",3,20,27,"PHI","PHI",-3,3,"PHI","SEA",27,20,7,-7,72.2,26.6666666666667,15.5833333333333,11.0833333333333,0.75,8,10.6,9.10909090909091,0.8,0.818181818181818,43.8,20.3333333333333,23.3333333333333,-3,0.333333333333333,4,-1.1,-2.34545454545455,0.4,0.418181818181818,28.4,6.33333333333334,-7.75,3.75,0.416666666666667,0.4,0.4,11.7,11.4545454545455
2002,14,"PIT","HOU",-14,6,24,"HOU","HOU",-14,14,"PIT","HOU",6,24,-18,18,61.1,25.25,22.4166666666667,2.83333333333333,0.583333333333333,7,6.3,4.74545454545455,0.777777777777778,0.791666666666667,25,13.0833333333333,24,-10.9166666666667,0.25,2,-11.9,-10.1818181818182,0.2,0.254545454545455,36.1,12.1666666666667,-1.58333333333333,11.5,0.333333333333333,0.577777777777778,0.537121212121212,18.2,14.9272727272727
2002,14,"SDG","OAK",3.5,7,27,"OAK","OAK",3.5,-3.5,"SDG","OAK",7,27,-20,20,50,21.9166666666667,22.0833333333333,-0.166666666666664,0.666666666666667,6,-5.1,-7.23636363636364,0.6,0.545454545454545,68.4,29.5,21.5,8,0.666666666666667,6,6.9,7.25454545454545,0.6,0.672727272727273,-18.4,-7.58333333333333,0.583333333333332,-7.33333333333333,0,0,-0.127272727272727,-12,-14.4909090909091
2002,14,"SEA","PHI",3,20,27,"PHI","PHI",3,-3,"SEA","PHI",20,27,-7,7,43.8,20.3333333333333,23.3333333333333,-3,0.333333333333333,4,-1.1,-2.34545454545455,0.4,0.418181818181818,72.2,26.6666666666667,15.5833333333333,11.0833333333333,0.75,8,10.6,9.10909090909091,0.8,0.818181818181818,-28.4,-6.33333333333334,7.75,-10.75,-0.416666666666667,-0.4,-0.4,-11.7,-11.4545454545455
2002,14,"DAL","SFO",4.5,27,31,"SFO","DAL",-4.5,4.5,"SFO","DAL",31,27,4,-4,61.1,23.75,21.5833333333333,2.16666666666667,0.666666666666667,7,3.3,0,0.7,0.618181818181818,31.2,13.8333333333333,17.8333333333333,-4,0.416666666666667,4,-4.7,-2.32727272727273,0.4,0.454545454545455,29.9,9.91666666666667,3.75,4.66666666666667,0.25,0.3,0.163636363636364,8,2.32727272727273
2002,14,"KAN","STL",-4.5,49,10,"KAN","KAN",4.5,-4.5,"STL","KAN",10,49,-39,39,43.8,19.5833333333333,20.1666666666667,-0.583333333333336,0.416666666666667,5,0.5,1.89090909090909,0.5,0.545454545454545,50,30.8333333333333,26,4.83333333333333,0.5,5,6.4,8.96363636363636,0.5,0.527272727272727,-6.2,-11.25,-5.83333333333333,-4.41666666666667,-0.0833333333333333,0,0.0181818181818182,-5.9,-7.07272727272727
2002,14,"TAM","ATL",-3.5,34,10,"TAM","TAM",-3.5,3.5,"TAM","ATL",34,10,24,-24,78.9,22.25,12.4166666666667,9.83333333333333,0.75,8,9.9,7.85454545454545,0.8,0.727272727272727,55.6,26.3333333333333,17.5833333333333,8.75,0.666666666666667,8,10.9,11.8727272727273,0.888888888888889,0.958333333333333,23.3,-4.08333333333333,-5.16666666666667,-8,0.0833333333333334,-0.0888888888888888,-0.231060606060606,-1,-4.01818181818182
2002,14,"TEN","IND",1,27,17,"TEN","TEN",1,-1,"TEN","IND",27,17,10,-10,66.7,22.9166666666667,23.9166666666667,-1,0.583333333333333,6,-0.7,2.54545454545455,0.6,0.727272727272727,58.8,21.4166666666667,17.1666666666667,4.25,0.666666666666667,7,5.6,6.76363636363636,0.7,0.727272727272727,7.90000000000001,1.5,6.75,-3.66666666666667,-0.0833333333333333,-0.1,0,-6.3,-4.21818181818182
2002,14,"WAS","NYG",-3,21,27,"NYG","NYG",-3,3,"WAS","NYG",21,27,-6,6,43.8,18.25,23.3333333333333,-5.08333333333333,0.416666666666667,4,-3.9,-3.8,0.4,0.4,58.8,16.8333333333333,18.0833333333333,-1.25,0.5,5,-1.7,-0.945454545454545,0.5,0.454545454545455,-15,1.41666666666667,5.25,1.66666666666667,-0.0833333333333333,-0.1,-0.0545454545454545,-2.2,-2.85454545454545
2002,15,"STL","ARI",-11,30,28,"STL","ARI",11,-11,"ARI","STL",28,30,-2,2,31.2,16.3846153846154,25.6153846153846,-9.23076923076923,0.384615384615385,4,-11.5,-17.2545454545455,0.4,0.290909090909091,43.8,18.8461538461538,22.3846153846154,-3.53846153846154,0.384615384615385,5,-2.2,-5.29090909090909,0.5,0.454545454545455,-12.6,-2.46153846153846,3.23076923076923,3.92307692307692,0,-0.1,-0.163636363636364,-9.3,-11.9636363636364
2002,15,"ATL","SEA",-9.5,24,30,"SEA","SEA",-9.5,9.5,"ATL","SEA",24,30,-6,6,55.6,25.0769230769231,18.8461538461538,6.23076923076923,0.615384615384615,7,5.8,5.52727272727273,0.777777777777778,0.775510204081633,43.8,20.3076923076923,23.6153846153846,-3.30769230769231,0.307692307692308,4,-1.5,-3.41818181818182,0.4,0.345454545454545,11.8,4.76923076923077,-4.76923076923077,3.92307692307693,0.307692307692308,0.377777777777778,0.430055658627087,7.3,8.94545454545455
2002,15,"HOU","BAL",3,19,23,"BAL","BAL",-3,3,"BAL","HOU",23,19,4,-4,43.8,19.1538461538462,22.0769230769231,-2.92307692307692,0.461538461538462,5,-2.1,-3.41818181818182,0.5,0.490909090909091,25,13.9230769230769,22.6153846153846,-8.69230769230769,0.307692307692308,3,-8.1,-4.74545454545455,0.3,0.4,18.8,5.23076923076923,-0.53846153846154,9.15384615384616,0.153846153846154,0.2,0.0909090909090909,6,1.32727272727273
2002,15,"BUF","SDG",-3,20,13,"BUF","BUF",-3,3,"BUF","SDG",20,13,7,-7,50,25.5384615384615,28.0769230769231,-2.53846153846154,0.461538461538462,5,-2.8,-3.74545454545455,0.5,0.4,50,20.7692307692308,22.4615384615385,-1.69230769230769,0.615384615384615,5,-7.9,-9.94545454545455,0.5,0.436363636363636,0,4.76923076923077,5.61538461538462,2.15384615384615,-0.153846153846154,0,-0.0363636363636363,5.1,6.2
2002,15,"PIT","CAR",-9,30,14,"PIT","PIT",9,-9,"CAR","PIT",14,30,-16,16,43.8,16.1538461538462,19.3846153846154,-3.23076923076923,0.384615384615385,2,-7.6,-6.41818181818182,0.2,0.345454545454545,61.1,23.7692307692308,22.5384615384615,1.23076923076923,0.538461538461538,6,4.2,0.327272727272727,0.666666666666667,0.63265306122449,-17.3,-7.61538461538462,-3.15384615384616,-0.846153846153845,-0.153846153846154,-0.466666666666667,-0.287198515769944,-11.8,-6.74545454545455
2002,15,"CHI","NYJ",6.5,20,13,"CHI","CHI",6.5,-6.5,"CHI","NYJ",20,13,7,-7,25,19,25.1538461538462,-6.15384615384615,0.230769230769231,1,-7.9,-8.03636363636364,0.1,0.145454545454545,55.6,21.0769230769231,21.6923076923077,-0.615384615384617,0.538461538461538,6,5,7.92727272727273,0.6,0.709090909090909,-30.6,-2.07692307692308,3.46153846153846,0.846153846153848,-0.307692307692308,-0.5,-0.563636363636364,-12.9,-15.9636363636364
2002,15,"CIN","JAX",3,15,29,"JAX","JAX",3,-3,"CIN","JAX",15,29,-14,14,12.5,18.0769230769231,29.7692307692308,-11.6923076923077,0.0769230769230769,1,-8.4,-7.21818181818182,0.1,0.0909090909090909,37.5,21.2307692307692,19.3846153846154,1.84615384615385,0.384615384615385,3,-0.5,0.218181818181818,0.3,0.254545454545455,-25,-3.15384615384615,10.3846153846154,-1.76923076923077,-0.307692307692308,-0.2,-0.163636363636364,-7.9,-7.43636363636364
2002,15,"CLE","IND",2,23,28,"IND","IND",2,-2,"CLE","IND",23,28,-5,5,52.9,21.7692307692308,20.2307692307692,1.53846153846154,0.538461538461538,5,0.5,1.41818181818182,0.5,0.618181818181818,58.8,21.0769230769231,17.9230769230769,3.15384615384615,0.615384615384615,6,2.6,3.92727272727273,0.6,0.6,-5.9,0.692307692307693,2.30769230769231,-2.61538461538461,-0.076923076923077,-0.1,0.0181818181818182,-2.1,-2.50909090909091
2002,15,"NYG","DAL",-5,37,7,"NYG","NYG",5,-5,"DAL","NYG",7,37,-30,30,31.2,14.8461538461538,18.8461538461538,-4,0.384615384615385,4,-2,-2.2,0.4,0.381818181818182,58.8,17.6153846153846,18.3076923076923,-0.69230769230769,0.538461538461538,5,-1.4,0.454545454545455,0.5,0.545454545454545,-27.6,-2.76923076923077,0.53846153846154,1.07692307692307,-0.153846153846154,-0.1,-0.163636363636364,-0.6,-2.65454545454545
2002,15,"DEN","KAN",-3.5,31,24,"DEN","DEN",-3.5,3.5,"DEN","KAN",31,24,7,-7,56.2,23.6923076923077,21.9230769230769,1.76923076923077,0.538461538461538,4,0.1,-0.581818181818182,0.4,0.327272727272727,50,32.2307692307692,24.7692307692308,7.46153846153846,0.538461538461538,6,10.6,14.8909090909091,0.6,0.618181818181818,6.2,-8.53846153846154,-2.84615384615385,-6.92307692307693,0,-0.2,-0.290909090909091,-10.5,-15.4727272727273
2002,15,"DET","TAM",9.5,20,23,"TAM","DET",9.5,-9.5,"DET","TAM",20,23,-3,3,18.8,18.0769230769231,27.2307692307692,-9.15384615384615,0.230769230769231,3,-6.1,-7.61818181818182,0.3,0.163636363636364,78.9,23.1538461538462,12.2307692307692,10.9230769230769,0.769230769230769,8,11.1,10.4181818181818,0.8,0.763636363636364,-60.1,-5.07692307692308,15,-10.6923076923077,-0.538461538461539,-0.5,-0.6,-17.2,-18.0363636363636
2002,15,"SFO","GNB",-3,14,20,"GNB","GNB",3,-3,"GNB","SFO",20,14,6,-6,70.6,27,20.9230769230769,6.07692307692308,0.769230769230769,8,8.5,6.2,0.8,0.727272727272727,61.1,24.3076923076923,22,2.30769230769231,0.692307692307692,7,2.7,0.127272727272727,0.7,0.672727272727273,9.49999999999999,2.69230769230769,-1.07692307692308,-1.53846153846154,0.076923076923077,0.1,0.0545454545454546,5.8,6.07272727272727
2002,15,"HOU","BAL",3,19,23,"BAL","BAL",3,-3,"HOU","BAL",19,23,-4,4,25,13.9230769230769,22.6153846153846,-8.69230769230769,0.307692307692308,3,-8.1,-4.74545454545455,0.3,0.4,43.8,19.1538461538462,22.0769230769231,-2.92307692307692,0.461538461538462,5,-2.1,-3.41818181818182,0.5,0.490909090909091,-18.8,-5.23076923076923,0.53846153846154,3.23076923076923,-0.153846153846154,-0.2,-0.0909090909090909,-6,-1.32727272727273
2002,15,"CLE","IND",2,23,28,"IND","IND",-2,2,"IND","CLE",28,23,5,-5,58.8,21.0769230769231,17.9230769230769,3.15384615384615,0.615384615384615,6,2.6,3.92727272727273,0.6,0.6,52.9,21.7692307692308,20.2307692307692,1.53846153846154,0.538461538461538,5,0.5,1.41818181818182,0.5,0.618181818181818,5.9,-0.692307692307693,-2.30769230769231,-0.923076923076925,0.076923076923077,0.1,-0.0181818181818182,2.1,2.50909090909091
2002,15,"CIN","JAX",3,15,29,"JAX","JAX",-3,3,"JAX","CIN",29,15,14,-14,37.5,21.2307692307692,19.3846153846154,1.84615384615385,0.384615384615385,3,-0.5,0.218181818181818,0.3,0.254545454545455,12.5,18.0769230769231,29.7692307692308,-11.6923076923077,0.0769230769230769,1,-8.4,-7.21818181818182,0.1,0.0909090909090909,25,3.15384615384615,-10.3846153846154,12.0769230769231,0.307692307692308,0.2,0.163636363636364,7.9,7.43636363636364
2002,15,"DEN","KAN",-3.5,31,24,"DEN","DEN",3.5,-3.5,"KAN","DEN",24,31,-7,7,50,32.2307692307692,24.7692307692308,7.46153846153846,0.538461538461538,6,10.6,14.8909090909091,0.6,0.618181818181818,56.2,23.6923076923077,21.9230769230769,1.76923076923077,0.538461538461538,4,0.1,-0.581818181818182,0.4,0.327272727272727,-6.2,8.53846153846154,2.84615384615385,-1.23076923076923,0,0.2,0.290909090909091,10.5,15.4727272727273
2002,15,"MIA","OAK",-1.5,23,17,"MIA","MIA",-1.5,1.5,"MIA","OAK",23,17,6,-6,56.2,24.1538461538462,18.2307692307692,5.92307692307692,0.615384615384615,5,1.4,4.54545454545455,0.5,0.545454545454545,68.4,29.3076923076923,20.3846153846154,8.92307692307692,0.692307692307692,6,6.2,9.63636363636364,0.6,0.745454545454545,-12.2,-5.15384615384615,-2.15384615384615,-8.30769230769231,-0.0769230769230769,-0.1,-0.2,-4.8,-5.09090909090909
2002,15,"NOR","MIN",-7,31,32,"MIN","MIN",7,-7,"MIN","NOR",32,31,1,-1,37.5,23.0769230769231,27.5384615384615,-4.46153846153846,0.230769230769231,3,-4.1,-3.09090909090909,0.3,0.236363636363636,56.2,29.3846153846154,25.0769230769231,4.30769230769231,0.692307692307692,6,2.9,2.85454545454545,0.6,0.618181818181818,-18.7,-6.30769230769231,2.46153846153846,-4.07692307692308,-0.461538461538462,-0.3,-0.381818181818182,-7,-5.94545454545455
2002,15,"NOR","MIN",-7,31,32,"MIN","MIN",-7,7,"NOR","MIN",31,32,-1,1,56.2,29.3846153846154,25.0769230769231,4.30769230769231,0.692307692307692,6,2.9,2.85454545454545,0.6,0.618181818181818,37.5,23.0769230769231,27.5384615384615,-4.46153846153846,0.230769230769231,3,-4.1,-3.09090909090909,0.3,0.236363636363636,18.7,6.30769230769231,-2.46153846153846,5.15384615384616,0.461538461538462,0.3,0.381818181818182,7,5.94545454545455
2002,15,"TEN","NWE",-2.5,24,7,"TEN","TEN",2.5,-2.5,"NWE","TEN",7,24,-17,17,56.2,25.3846153846154,20.6153846153846,4.76923076923077,0.615384615384615,5,0.6,4.23636363636364,0.5,0.690909090909091,66.7,23.2307692307692,23.3846153846154,-0.153846153846153,0.615384615384615,7,0.6,4.49090909090909,0.7,0.8,-10.5,2.15384615384615,-2.76923076923077,0.769230769230769,0,-0.2,-0.109090909090909,0,-0.254545454545455
2002,15,"NYG","DAL",-5,37,7,"NYG","NYG",-5,5,"NYG","DAL",37,7,30,-30,58.8,17.6153846153846,18.3076923076923,-0.69230769230769,0.538461538461538,5,-1.4,0.454545454545455,0.5,0.545454545454545,31.2,14.8461538461538,18.8461538461538,-4,0.384615384615385,4,-2,-2.2,0.4,0.381818181818182,27.6,2.76923076923077,-0.53846153846154,4.53846153846154,0.153846153846154,0.1,0.163636363636364,0.6,2.65454545454545
2002,15,"CHI","NYJ",6.5,20,13,"CHI","CHI",-6.5,6.5,"NYJ","CHI",13,20,-7,7,55.6,21.0769230769231,21.6923076923077,-0.615384615384617,0.538461538461538,6,5,7.92727272727273,0.6,0.709090909090909,25,19,25.1538461538462,-6.15384615384615,0.230769230769231,1,-7.9,-8.03636363636364,0.1,0.145454545454545,30.6,2.07692307692308,-3.46153846153846,6.69230769230769,0.307692307692308,0.5,0.563636363636364,12.9,15.9636363636364
2002,15,"MIA","OAK",-1.5,23,17,"MIA","MIA",1.5,-1.5,"OAK","MIA",17,23,-6,6,68.4,29.3076923076923,20.3846153846154,8.92307692307692,0.692307692307692,6,6.2,9.63636363636364,0.6,0.745454545454545,56.2,24.1538461538462,18.2307692307692,5.92307692307692,0.615384615384615,5,1.4,4.54545454545455,0.5,0.545454545454545,12.2,5.15384615384615,2.15384615384615,-5.23076923076923,0.0769230769230769,0.1,0.2,4.8,5.09090909090909
2002,15,"PHI","WAS",-7.5,34,21,"PHI","PHI",-7.5,7.5,"PHI","WAS",34,21,13,-13,72.2,26.6923076923077,15.9230769230769,10.7692307692308,0.769230769230769,8,8.2,8.45454545454546,0.8,0.854545454545454,43.8,18.4615384615385,23.6153846153846,-5.15384615384616,0.384615384615385,4,-3.5,-4.18181818181818,0.4,0.327272727272727,28.4,8.23076923076923,-7.69230769230769,5.92307692307693,0.384615384615385,0.4,0.527272727272727,11.7,12.6363636363636
2002,15,"PIT","CAR",-9,30,14,"PIT","PIT",-9,9,"PIT","CAR",30,14,16,-16,61.1,23.7692307692308,22.5384615384615,1.23076923076923,0.538461538461538,6,4.2,0.327272727272727,0.666666666666667,0.63265306122449,43.8,16.1538461538462,19.3846153846154,-3.23076923076923,0.384615384615385,2,-7.6,-6.41818181818182,0.2,0.345454545454545,17.3,7.61538461538462,3.15384615384616,3.76923076923077,0.153846153846154,0.466666666666667,0.287198515769944,11.8,6.74545454545455
2002,15,"BUF","SDG",-3,20,13,"BUF","BUF",3,-3,"SDG","BUF",13,20,-7,7,50,20.7692307692308,22.4615384615385,-1.69230769230769,0.615384615384615,5,-7.9,-9.94545454545455,0.5,0.436363636363636,50,25.5384615384615,28.0769230769231,-2.53846153846154,0.461538461538462,5,-2.8,-3.74545454545455,0.5,0.4,0,-4.76923076923077,-5.61538461538462,3.15384615384615,0.153846153846154,0,0.0363636363636363,-5.1,-6.2
2002,15,"ATL","SEA",-9.5,24,30,"SEA","SEA",9.5,-9.5,"SEA","ATL",30,24,6,-6,43.8,20.3076923076923,23.6153846153846,-3.30769230769231,0.307692307692308,4,-1.5,-3.41818181818182,0.4,0.345454545454545,55.6,25.0769230769231,18.8461538461538,6.23076923076923,0.615384615384615,7,5.8,5.52727272727273,0.777777777777778,0.775510204081633,-11.8,-4.76923076923077,4.76923076923077,-5.92307692307692,-0.307692307692308,-0.377777777777778,-0.430055658627087,-7.3,-8.94545454545455
2002,15,"SFO","GNB",-3,14,20,"GNB","GNB",-3,3,"SFO","GNB",14,20,-6,6,61.1,24.3076923076923,22,2.30769230769231,0.692307692307692,7,2.7,0.127272727272727,0.7,0.672727272727273,70.6,27,20.9230769230769,6.07692307692308,0.769230769230769,8,8.5,6.2,0.8,0.727272727272727,-9.49999999999999,-2.69230769230769,1.07692307692308,-5.38461538461538,-0.076923076923077,-0.1,-0.0545454545454546,-5.8,-6.07272727272727
2002,15,"STL","ARI",-11,30,28,"STL","ARI",-11,11,"STL","ARI",30,28,2,-2,43.8,18.8461538461538,22.3846153846154,-3.53846153846154,0.384615384615385,5,-2.2,-5.29090909090909,0.5,0.454545454545455,31.2,16.3846153846154,25.6153846153846,-9.23076923076923,0.384615384615385,4,-11.5,-17.2545454545455,0.4,0.290909090909091,12.6,2.46153846153846,-3.23076923076923,9.61538461538462,0,0.1,0.163636363636364,9.3,11.9636363636364
2002,15,"DET","TAM",9.5,20,23,"TAM","DET",-9.5,9.5,"TAM","DET",23,20,3,-3,78.9,23.1538461538462,12.2307692307692,10.9230769230769,0.769230769230769,8,11.1,10.4181818181818,0.8,0.763636363636364,18.8,18.0769230769231,27.2307692307692,-9.15384615384615,0.230769230769231,3,-6.1,-7.61818181818182,0.3,0.163636363636364,60.1,5.07692307692308,-15,9.92307692307692,0.538461538461539,0.5,0.6,17.2,18.0363636363636
2002,15,"TEN","NWE",-2.5,24,7,"TEN","TEN",-2.5,2.5,"TEN","NWE",24,7,17,-17,66.7,23.2307692307692,23.3846153846154,-0.153846153846153,0.615384615384615,7,0.6,4.49090909090909,0.7,0.8,56.2,25.3846153846154,20.6153846153846,4.76923076923077,0.615384615384615,5,0.6,4.23636363636364,0.5,0.690909090909091,10.5,-2.15384615384615,2.76923076923077,-4.15384615384615,0,0.2,0.109090909090909,0,0.254545454545455
2002,15,"PHI","WAS",-7.5,34,21,"PHI","PHI",7.5,-7.5,"WAS","PHI",21,34,-13,13,43.8,18.4615384615385,23.6153846153846,-5.15384615384616,0.384615384615385,4,-3.5,-4.18181818181818,0.4,0.327272727272727,72.2,26.6923076923077,15.9230769230769,10.7692307692308,0.769230769230769,8,8.2,8.45454545454546,0.8,0.854545454545454,-28.4,-8.23076923076923,7.69230769230769,-10.3846153846154,-0.384615384615385,-0.4,-0.527272727272727,-11.7,-12.6363636363636
2002,16,"ARI","SFO",3.5,14,17,"SFO","ARI",3.5,-3.5,"ARI","SFO",14,17,-3,3,31.2,17.2142857142857,25.9285714285714,-8.71428571428571,0.357142857142857,3,-13.1,-15.5272727272727,0.3,0.218181818181818,61.1,23.5714285714286,21.8571428571429,1.71428571428572,0.642857142857143,6,-0.3,-1.45454545454545,0.6,0.545454545454545,-29.9,-6.35714285714286,4.07142857142857,-1.35714285714286,-0.285714285714286,-0.3,-0.327272727272727,-12.8,-14.0727272727273
2002,16,"ATL","DET",-10.5,36,15,"ATL","ATL",-10.5,10.5,"ATL","DET",36,15,21,-21,55.6,25,19.6428571428571,5.35714285714286,0.571428571428571,7,6.6,3.38181818181818,0.777777777777778,0.62,18.8,18.2142857142857,26.9285714285714,-8.71428571428571,0.214285714285714,2,-6.9,-7.05454545454545,0.2,0.109090909090909,36.8,6.78571428571428,-7.28571428571428,9.28571428571428,0.357142857142857,0.577777777777778,0.510909090909091,13.5,10.4363636363636
2002,16,"BAL","CLE",-2.5,13,14,"CLE","CLE",-2.5,2.5,"BAL","CLE",13,14,-1,1,43.8,19.4285714285714,21.8571428571429,-2.42857142857143,0.5,5,-2.2,-2.30909090909091,0.5,0.581818181818182,52.9,21.8571428571429,20.7857142857143,1.07142857142857,0.5,5,0.3,0.418181818181818,0.5,0.527272727272727,-9.1,-2.42857142857143,1.07142857142857,-0.571428571428573,0,0,0.0545454545454546,-2.5,-2.72727272727273
2002,16,"GNB","BUF",-6.5,10,0,"GNB","GNB",6.5,-6.5,"BUF","GNB",0,10,-10,10,50,25.1428571428571,27,-1.85714285714286,0.5,5,-2.7,-1.96363636363636,0.5,0.490909090909091,70.6,26.5,20.4285714285714,6.07142857142857,0.785714285714286,8,8.8,5.74545454545455,0.8,0.763636363636364,-20.6,-1.35714285714286,6.57142857142857,-5.57142857142857,-0.285714285714286,-0.3,-0.272727272727273,-11.5,-7.70909090909091
2002,16,"CAR","CHI",-4,24,14,"CAR","CAR",-4,4,"CAR","CHI",24,14,10,-10,43.8,16,20.1428571428571,-4.14285714285714,0.357142857142857,2,-8.9,-7.94545454545455,0.2,0.309090909090909,25,19.0714285714286,24.2857142857143,-5.21428571428571,0.285714285714286,2,-6.6,-5.32727272727273,0.2,0.309090909090909,18.8,-3.07142857142857,-4.14285714285714,5.57142857142857,0.0714285714285715,0,0,-2.3,-2.61818181818182
2002,16,"CAR","CHI",-4,24,14,"CAR","CAR",4,-4,"CHI","CAR",14,24,-10,10,25,19.0714285714286,24.2857142857143,-5.21428571428571,0.285714285714286,2,-6.6,-5.32727272727273,0.2,0.309090909090909,43.8,16,20.1428571428571,-4.14285714285714,0.357142857142857,2,-8.9,-7.94545454545455,0.2,0.309090909090909,-18.8,3.07142857142857,4.14285714285714,4.42857142857143,-0.0714285714285715,0,0,2.3,2.61818181818182
2002,16,"CIN","NOR",7,20,13,"CIN","CIN",7,-7,"CIN","NOR",20,13,7,-7,12.5,17.8571428571429,29.7142857142857,-11.8571428571429,0.0714285714285714,1,-7,-8.23636363636364,0.1,0.0727272727272727,56.2,29.5,25.5714285714286,3.92857142857143,0.642857142857143,6,3.3,2.14545454545455,0.6,0.509090909090909,-43.7,-11.6428571428571,4.14285714285714,-3.85714285714286,-0.571428571428572,-0.5,-0.436363636363636,-10.3,-10.3818181818182
2002,16,"BAL","CLE",-2.5,13,14,"CLE","CLE",2.5,-2.5,"CLE","BAL",14,13,1,-1,52.9,21.8571428571429,20.7857142857143,1.07142857142857,0.5,5,0.3,0.418181818181818,0.5,0.527272727272727,43.8,19.4285714285714,21.8571428571429,-2.42857142857143,0.5,5,-2.2,-2.30909090909091,0.5,0.581818181818182,9.1,2.42857142857143,-1.07142857142857,2.92857142857143,0,0,-0.0545454545454546,2.5,2.72727272727273
2002,16,"DAL","PHI",7,3,27,"PHI","PHI",7,-7,"DAL","PHI",3,27,-24,24,31.2,14.2857142857143,20.1428571428571,-5.85714285714286,0.357142857142857,3,-5.3,-7.29090909090909,0.3,0.309090909090909,72.2,27.2142857142857,16.2857142857143,10.9285714285714,0.785714285714286,8,7.7,9.32727272727273,0.8,0.890909090909091,-41,-12.9285714285714,3.85714285714286,-10.5714285714286,-0.428571428571429,-0.5,-0.581818181818182,-13,-16.6181818181818
2002,16,"OAK","DEN",-3.5,28,16,"OAK","OAK",3.5,-3.5,"DEN","OAK",16,28,-12,12,56.2,24.2142857142857,22.0714285714286,2.14285714285714,0.571428571428571,5,1.9,0.672727272727273,0.5,0.436363636363636,68.4,28.4285714285714,20.5714285714286,7.85714285714285,0.642857142857143,5,3.8,7.41818181818182,0.5,0.636363636363636,-12.2,-4.21428571428571,1.5,-7.28571428571428,-0.0714285714285715,0,-0.2,-1.9,-6.74545454545455
2002,16,"ATL","DET",-10.5,36,15,"ATL","ATL",10.5,-10.5,"DET","ATL",15,36,-21,21,18.8,18.2142857142857,26.9285714285714,-8.71428571428571,0.214285714285714,2,-6.9,-7.05454545454545,0.2,0.109090909090909,55.6,25,19.6428571428571,5.35714285714286,0.571428571428571,7,6.6,3.38181818181818,0.777777777777778,0.62,-36.8,-6.78571428571428,7.28571428571428,-5.14285714285714,-0.357142857142857,-0.577777777777778,-0.510909090909091,-13.5,-10.4363636363636
2002,16,"GNB","BUF",-6.5,10,0,"GNB","GNB",-6.5,6.5,"GNB","BUF",10,0,10,-10,70.6,26.5,20.4285714285714,6.07142857142857,0.785714285714286,8,8.8,5.74545454545455,0.8,0.763636363636364,50,25.1428571428571,27,-1.85714285714286,0.5,5,-2.7,-1.96363636363636,0.5,0.490909090909091,20.6,1.35714285714286,-6.57142857142857,2.64285714285714,0.285714285714286,0.3,0.272727272727273,11.5,7.70909090909091
2002,16,"WAS","HOU",-6.5,26,10,"WAS","WAS",6.5,-6.5,"HOU","WAS",10,26,-16,16,25,14.2857142857143,22.6428571428571,-8.35714285714286,0.285714285714286,3,-6.7,-4,0.3,0.345454545454545,43.8,18.6428571428571,24.3571428571429,-5.71428571428572,0.357142857142857,3,-6.5,-5.90909090909091,0.3,0.254545454545455,-18.8,-4.35714285714286,-1.71428571428572,6,-0.0714285714285715,0,0.0909090909090909,-0.2,1.90909090909091
2002,16,"IND","NYG",-4.5,27,44,"NYG","NYG",-4.5,4.5,"IND","NYG",27,44,-17,17,58.8,21.5714285714286,18.2857142857143,3.28571428571429,0.642857142857143,6,2.4,4.36363636363636,0.6,0.672727272727273,58.8,19,17.5,1.5,0.571428571428571,6,3,6.16363636363636,0.6,0.636363636363636,0,2.57142857142857,0.785714285714285,-0.857142857142857,0.0714285714285715,0,0.0363636363636364,-0.6,-1.8
