"season","week","tm","result","pts","to","tm_home","tm_away","pts_home","pts_away"
2009,2,"WAS","W",9,1,"WAS","STL",9,7
2009,3,"ARI","L",10,3,"ARI","IND",10,31
2009,3,"ATL","L",10,1,"NWE","ATL",26,10
2009,3,"BAL","W",34,1,"BAL","CLE",34,3
2009,3,"BUF","L",7,2,"BUF","NOR",7,27
2009,3,"CAR","L",7,3,"DAL","CAR",21,7
2009,3,"CHI","W",25,2,"SEA","CHI",19,25
2009,3,"CIN","W",23,NA,"CIN","PIT",23,20
2009,3,"CLE","L",3,4,"BAL","CLE",34,3
2009,3,"DAL","W",21,NA,"DAL","CAR",21,7
2009,3,"DEN","W",23,1,"OAK","DEN",3,23
2009,3,"DET","W",19,NA,"DET","WAS",19,14
2009,3,"GNB","W",36,NA,"STL","GNB",17,36
2009,3,"HOU","L",24,2,"HOU","JAX",24,31
2009,3,"IND","W",31,1,"ARI","IND",10,31
2009,3,"JAX","W",31,1,"HOU","JAX",24,31
2009,3,"KAN","L",14,1,"PHI","KAN",34,14
2009,3,"MIA","L",13,2,"SDG","MIA",23,13
2009,3,"MIN","W",27,1,"MIN","SFO",27,24
2009,3,"NOR","W",27,1,"BUF","NOR",7,27
2009,3,"NWE","W",26,NA,"NWE","ATL",26,10
2009,3,"NYG","W",24,NA,"TAM","NYG",0,24
2009,3,"NYJ","W",24,2,"NYJ","TEN",24,17
2009,3,"OAK","L",3,3,"OAK","DEN",3,23
2009,3,"PHI","W",34,1,"PHI","KAN",34,14
2009,3,"PIT","L",20,1,"CIN","PIT",23,20
2009,3,"SDG","W",23,1,"SDG","MIA",23,13
2009,3,"SEA","L",19,2,"SEA","CHI",19,25
2009,3,"SFO","L",24,1,"MIN","SFO",27,24
2009,3,"STL","L",17,3,"STL","GNB",17,36
2009,3,"TAM","L",0,1,"TAM","NYG",0,24
2009,3,"TEN","L",17,4,"NYJ","TEN",24,17
2009,3,"WAS","L",14,1,"DET","WAS",19,14
2009,4,"BAL","L",21,2,"NWE","BAL",27,21
2009,4,"BUF","L",10,3,"MIA","BUF",38,10
2009,4,"CHI","W",48,NA,"CHI","DET",48,24
2009,4,"CIN","W",23,2,"CLE","CIN",20,23
2009,4,"CLE","L",20,2,"CLE","CIN",20,23
2009,4,"DAL","L",10,2,"DEN","DAL",17,10
2009,4,"DEN","W",17,1,"DEN","DAL",17,10
2009,4,"DET","L",24,2,"CHI","DET",48,24
2009,4,"GNB","L",23,2,"MIN","GNB",30,23
2009,4,"HOU","W",29,2,"HOU","OAK",29,6
2009,4,"IND","W",34,1,"IND","SEA",34,17
2009,4,"JAX","W",37,1,"JAX","TEN",37,17
2009,4,"KAN","L",16,1,"KAN","NYG",16,27
2009,4,"MIA","W",38,NA,"MIA","BUF",38,10
2009,4,"MIN","W",30,1,"MIN","GNB",30,23
2009,4,"NOR","W",24,1,"NOR","NYJ",24,10
2009,4,"NWE","W",27,1,"NWE","BAL",27,21
2009,4,"NYG","W",27,2,"KAN","NYG",16,27
2009,4,"NYJ","L",10,4,"NOR","NYJ",24,10
2009,4,"OAK","L",6,3,"HOU","OAK",29,6
2009,4,"PIT","W",38,1,"PIT","SDG",38,28
2009,4,"SDG","L",28,1,"PIT","SDG",38,28
2009,4,"SEA","L",17,2,"IND","SEA",34,17
2009,4,"SFO","W",35,NA,"SFO","STL",35,0
2009,4,"STL","L",0,3,"SFO","STL",35,0
2009,4,"TAM","L",13,2,"WAS","TAM",16,13
2009,4,"TEN","L",17,3,"JAX","TEN",37,17
2009,4,"WAS","W",16,4,"WAS","TAM",16,13
2009,5,"ARI","W",28,1,"ARI","HOU",28,21
2009,5,"ATL","W",45,2,"SFO","ATL",10,45
2009,5,"BAL","L",14,2,"BAL","CIN",14,17
2009,5,"BUF","L",3,3,"BUF","CLE",3,6
2009,5,"CAR","W",20,2,"CAR","WAS",20,17
2009,5,"CIN","W",17,2,"BAL","CIN",14,17
2009,5,"CLE","W",6,1,"BUF","CLE",3,6
2009,5,"DAL","W",26,2,"KAN","DAL",20,26
2009,5,"DEN","W",20,2,"DEN","NWE",20,17
2009,5,"DET","L",20,1,"DET","PIT",20,28
2009,5,"HOU","L",21,1,"ARI","HOU",28,21
2009,5,"IND","W",31,2,"TEN","IND",9,31
2009,5,"JAX","L",0,2,"SEA","JAX",41,0
2009,5,"KAN","L",20,NA,"KAN","DAL",20,26
2009,5,"MIA","W",31,NA,"MIA","NYJ",31,27
2009,5,"MIN","W",38,1,"STL","MIN",10,38
2009,5,"NWE","L",17,1,"DEN","NWE",20,17
2009,5,"NYG","W",44,1,"NYG","OAK",44,7
2009,5,"NYJ","L",27,NA,"MIA","NYJ",31,27
2009,5,"OAK","L",7,3,"NYG","OAK",44,7
2009,5,"PHI","W",33,NA,"PHI","TAM",33,14
2009,5,"PIT","W",28,1,"DET","PIT",20,28
2009,5,"SEA","W",41,NA,"SEA","JAX",41,0
2009,5,"SFO","L",10,3,"SFO","ATL",10,45
2009,5,"STL","L",10,4,"STL","MIN",10,38
2009,5,"TAM","L",14,3,"PHI","TAM",33,14
2009,5,"TEN","L",9,2,"TEN","IND",9,31
2009,5,"WAS","L",17,1,"CAR","WAS",20,17
2009,6,"ARI","W",27,2,"SEA","ARI",3,27
2009,6,"ATL","W",21,2,"ATL","CHI",21,14
2009,6,"BAL","L",31,NA,"MIN","BAL",33,31
2009,6,"BUF","W",16,2,"NYJ","BUF",13,16
2009,6,"CAR","W",28,3,"TAM","CAR",21,28
2009,6,"CHI","L",14,3,"ATL","CHI",21,14
2009,6,"CIN","L",17,3,"CIN","HOU",17,28
2009,6,"CLE","L",14,4,"PIT","CLE",27,14
2009,6,"DEN","W",34,NA,"SDG","DEN",23,34
2009,6,"DET","L",0,3,"GNB","DET",26,0
2009,6,"GNB","W",26,2,"GNB","DET",26,0
2009,6,"HOU","W",28,2,"CIN","HOU",17,28
2009,6,"JAX","W",23,3,"JAX","STL",23,20
2009,6,"KAN","W",14,NA,"WAS","KAN",6,14
2009,6,"MIN","W",33,NA,"MIN","BAL",33,31
2009,6,"NOR","W",48,NA,"NOR","NYG",48,27
2009,6,"NWE","W",59,NA,"NWE","TEN",59,0
2009,6,"NYG","L",27,2,"NOR","NYG",48,27
2009,6,"NYJ","L",13,6,"NYJ","BUF",13,16
2009,6,"OAK","W",13,2,"OAK","PHI",13,9
2009,6,"PHI","L",9,NA,"OAK","PHI",13,9
2009,6,"PIT","W",27,4,"PIT","CLE",27,14
2009,6,"SDG","L",23,1,"SDG","DEN",23,34
2009,6,"SEA","L",3,2,"SEA","ARI",3,27
2009,6,"STL","L",20,1,"JAX","STL",23,20
2009,6,"TAM","L",21,2,"TAM","CAR",21,28
2009,6,"TEN","L",0,5,"NWE","TEN",59,0
2009,6,"WAS","L",6,2,"WAS","KAN",6,14
2009,7,"ARI","W",24,2,"NYG","ARI",17,24
2009,7,"ATL","L",21,3,"DAL","ATL",37,21
2009,7,"BUF","W",20,NA,"CAR","BUF",9,20
2009,7,"CAR","L",9,4,"CAR","BUF",9,20
2009,7,"CHI","L",10,4,"CIN","CHI",45,10
2009,7,"CIN","W",45,NA,"CIN","CHI",45,10
2009,7,"CLE","L",3,2,"CLE","GNB",3,31
2009,7,"DAL","W",37,1,"DAL","ATL",37,21
2009,7,"GNB","W",31,NA,"CLE","GNB",3,31
2009,7,"HOU","W",24,1,"HOU","SFO",24,21
2009,7,"IND","W",42,NA,"STL","IND",6,42
2009,7,"KAN","L",7,3,"KAN","SDG",7,37
2009,7,"MIA","L",34,3,"MIA","NOR",34,46
2009,7,"MIN","L",17,2,"PIT","MIN",27,17
2009,7,"NOR","W",46,4,"MIA","NOR",34,46
2009,7,"NWE","W",35,2,"TAM","NWE",7,35
2009,7,"NYG","L",17,4,"NYG","ARI",17,24
2009,7,"NYJ","W",38,NA,"OAK","NYJ",0,38
2009,7,"OAK","L",0,4,"OAK","NYJ",0,38
2009,7,"PHI","W",27,NA,"WAS","PHI",17,27
2009,7,"PIT","W",27,1,"PIT","MIN",27,17
2009,7,"SDG","W",37,NA,"KAN","SDG",7,37
2009,7,"SFO","L",21,2,"HOU","SFO",24,21
2009,7,"STL","L",6,2,"STL","IND",6,42
2009,7,"TAM","L",7,3,"TAM","NWE",7,35
2009,7,"WAS","L",17,4,"WAS","PHI",17,27
2009,8,"ARI","L",21,6,"ARI","CAR",21,34
2009,8,"ATL","L",27,3,"NOR","ATL",35,27
2009,8,"BAL","W",30,NA,"BAL","DEN",30,7
2009,8,"BUF","L",10,2,"BUF","HOU",10,31
2009,8,"CAR","W",34,NA,"ARI","CAR",21,34
2009,8,"CHI","W",30,1,"CHI","CLE",30,6
2009,8,"CLE","L",6,5,"CHI","CLE",30,6
2009,8,"DAL","W",38,1,"DAL","SEA",38,17
2009,8,"DEN","L",7,1,"BAL","DEN",30,7
2009,8,"DET","L",10,1,"DET","STL",10,17
2009,8,"GNB","L",26,NA,"GNB","MIN",26,38
2009,8,"HOU","W",31,3,"BUF","HOU",10,31
2009,8,"IND","W",18,NA,"IND","SFO",18,14
2009,8,"JAX","L",13,2,"TEN","JAX",30,13
2009,8,"MIA","W",30,1,"NYJ","MIA",25,30
2009,8,"MIN","W",38,2,"GNB","MIN",26,38
2009,8,"NOR","W",35,4,"NOR","ATL",35,27
2009,8,"NYG","L",17,3,"PHI","NYG",40,17
2009,8,"NYJ","L",25,1,"NYJ","MIA",25,30
2009,8,"OAK","L",16,1,"SDG","OAK",24,16
2009,8,"PHI","W",40,2,"PHI","NYG",40,17
2009,8,"SDG","W",24,2,"SDG","OAK",24,16
2009,8,"SEA","L",17,2,"DAL","SEA",38,17
2009,8,"SFO","L",14,2,"IND","SFO",18,14
2009,8,"STL","W",17,1,"DET","STL",10,17
2009,8,"TEN","W",30,NA,"TEN","JAX",30,13
2009,9,"ARI","W",41,1,"CHI","ARI",21,41
2009,9,"ATL","W",31,1,"ATL","WAS",31,17
2009,9,"BAL","L",7,2,"CIN","BAL",17,7
2009,9,"CAR","L",20,3,"NOR","CAR",30,20
2009,9,"CHI","L",21,1,"CHI","ARI",21,41
2009,9,"CIN","W",17,1,"CIN","BAL",17,7
2009,9,"DAL","W",20,1,"PHI","DAL",16,20
2009,9,"DEN","L",10,3,"DEN","PIT",10,28
2009,9,"DET","L",20,5,"SEA","DET",32,20
2009,9,"GNB","L",28,3,"TAM","GNB",38,28
2009,9,"HOU","L",17,3,"IND","HOU",20,17
2009,9,"IND","W",20,2,"IND","HOU",20,17
2009,9,"JAX","W",24,1,"JAX","KAN",24,21
2009,9,"KAN","L",21,NA,"JAX","KAN",24,21
2009,9,"MIA","L",17,NA,"NWE","MIA",27,17
2009,9,"NOR","W",30,2,"NOR","CAR",30,20
2009,9,"NWE","W",27,1,"NWE","MIA",27,17
2009,9,"NYG","L",20,1,"NYG","SDG",20,21
2009,9,"PHI","L",16,2,"PHI","DAL",16,20
2009,9,"PIT","W",28,2,"DEN","PIT",10,28
2009,9,"SDG","W",21,2,"NYG","SDG",20,21
2009,9,"SEA","W",32,2,"SEA","DET",32,20
2009,9,"SFO","L",27,4,"SFO","TEN",27,34
2009,9,"TAM","W",38,1,"TAM","GNB",38,28
2009,9,"TEN","W",34,NA,"SFO","TEN",27,34
2009,9,"WAS","L",17,1,"ATL","WAS",31,17
2009,10,"ARI","W",31,NA,"ARI","SEA",31,20
2009,10,"ATL","L",19,2,"CAR","ATL",28,19
2009,10,"BAL","W",16,NA,"CLE","BAL",0,16
2009,10,"BUF","L",17,2,"TEN","BUF",41,17
2009,10,"CAR","W",28,NA,"CAR","ATL",28,19
2009,10,"CHI","L",6,5,"SFO","CHI",10,6
2009,10,"CIN","W",18,NA,"PIT","CIN",12,18
2009,10,"CLE","L",0,2,"CLE","BAL",0,16
2009,10,"DAL","L",7,3,"GNB","DAL",17,7
2009,10,"DEN","L",17,2,"WAS","DEN",27,17
2009,10,"DET","L",10,1,"MIN","DET",27,10
2009,10,"GNB","W",17,NA,"GNB","DAL",17,7
2009,10,"IND","W",35,2,"IND","NWE",35,34
2009,10,"JAX","W",24,1,"NYJ","JAX",22,24
2009,10,"KAN","W",16,3,"OAK","KAN",10,16
2009,10,"MIA","W",25,2,"MIA","TAM",25,23
2009,10,"MIN","W",27,2,"MIN","DET",27,10
2009,10,"NOR","W",28,3,"STL","NOR",23,28
2009,10,"NWE","L",34,2,"IND","NWE",35,34
2009,10,"NYJ","L",22,3,"NYJ","JAX",22,24
2009,10,"OAK","L",10,2,"OAK","KAN",10,16
2009,10,"PHI","L",23,1,"SDG","PHI",31,23
2009,10,"PIT","L",12,1,"PIT","CIN",12,18
2009,10,"SDG","W",31,NA,"SDG","PHI",31,23
2009,10,"SEA","L",20,2,"ARI","SEA",31,20
2009,10,"SFO","W",10,1,"SFO","CHI",10,6
2009,10,"STL","L",23,1,"STL","NOR",23,28
2009,10,"TAM","L",23,2,"MIA","TAM",25,23
2009,10,"TEN","W",41,1,"TEN","BUF",41,17
2009,10,"WAS","W",27,NA,"WAS","DEN",27,17
2009,11,"ARI","W",21,2,"STL","ARI",13,21
2009,11,"ATL","L",31,1,"NYG","ATL",34,31
2009,11,"BAL","L",15,2,"BAL","IND",15,17
2009,11,"BUF","L",15,3,"JAX","BUF",18,15
2009,11,"CAR","L",17,1,"CAR","MIA",17,24
2009,11,"CHI","L",20,1,"CHI","PHI",20,24
2009,11,"CIN","L",17,4,"OAK","CIN",20,17
2009,11,"CLE","L",37,NA,"DET","CLE",38,37
2009,11,"DAL","W",7,2,"DAL","WAS",7,6
2009,11,"DEN","L",3,3,"DEN","SDG",3,32
2009,11,"DET","W",38,2,"DET","CLE",38,37
2009,11,"GNB","W",30,NA,"GNB","SFO",30,24
2009,11,"HOU","L",17,NA,"HOU","TEN",17,20
2009,11,"IND","W",17,3,"BAL","IND",15,17
2009,11,"JAX","W",18,2,"JAX","BUF",18,15
2009,11,"KAN","W",27,1,"KAN","PIT",27,24
2009,11,"MIA","W",24,NA,"CAR","MIA",17,24
2009,11,"MIN","W",35,NA,"MIN","SEA",35,9
2009,11,"NOR","W",38,NA,"TAM","NOR",7,38
2009,11,"NWE","W",31,1,"NWE","NYJ",31,14
2009,11,"NYG","W",34,1,"NYG","ATL",34,31
2009,11,"NYJ","L",14,5,"NWE","NYJ",31,14
2009,11,"OAK","W",20,3,"OAK","CIN",20,17
2009,11,"PHI","W",24,3,"CHI","PHI",20,24
2009,11,"PIT","L",24,3,"KAN","PIT",27,24
2009,11,"SDG","W",32,NA,"DEN","SDG",3,32
2009,11,"SEA","L",9,2,"MIN","SEA",35,9
2009,11,"SFO","L",24,1,"GNB","SFO",30,24
2009,11,"STL","L",13,1,"STL","ARI",13,21
2009,11,"TAM","L",7,4,"TAM","NOR",7,38
2009,11,"TEN","W",20,1,"HOU","TEN",17,20
2009,11,"WAS","L",6,1,"DAL","WAS",7,6
2009,12,"ARI","L",17,NA,"TEN","ARI",20,17
2009,12,"ATL","W",20,1,"ATL","TAM",20,17
2009,12,"BAL","W",20,2,"BAL","PIT",20,17
2009,12,"BUF","W",31,1,"BUF","MIA",31,14
2009,12,"CAR","L",6,4,"NYJ","CAR",17,6
2009,12,"CHI","L",10,3,"MIN","CHI",36,10
2009,12,"CIN","W",16,NA,"CIN","CLE",16,7
2009,12,"CLE","L",7,NA,"CIN","CLE",16,7
2009,12,"DAL","W",24,NA,"DAL","OAK",24,7
2009,12,"DEN","W",26,1,"DEN","NYG",26,6
2009,12,"DET","L",12,5,"DET","GNB",12,34
2009,12,"GNB","W",34,2,"DET","GNB",12,34
2009,12,"HOU","L",27,3,"HOU","IND",27,35
2009,12,"IND","W",35,2,"HOU","IND",27,35
2009,12,"JAX","L",3,2,"SFO","JAX",20,3
2009,12,"KAN","L",14,4,"SDG","KAN",43,14
2009,12,"MIA","L",14,4,"BUF","MIA",31,14
2009,12,"MIN","W",36,1,"MIN","CHI",36,10
2009,12,"NOR","W",38,1,"NOR","NWE",38,17
2009,12,"NWE","L",17,3,"NOR","NWE",38,17
2009,12,"NYG","L",6,3,"DEN","NYG",26,6
2009,12,"NYJ","W",17,3,"NYJ","CAR",17,6
2009,12,"OAK","L",7,1,"DAL","OAK",24,7
2009,12,"PHI","W",27,1,"PHI","WAS",27,24
2009,12,"PIT","L",17,1,"BAL","PIT",20,17
2009,12,"SDG","W",43,1,"SDG","KAN",43,14
2009,12,"SEA","W",27,1,"STL","SEA",17,27
2009,12,"SFO","W",20,NA,"SFO","JAX",20,3
2009,12,"STL","L",17,2,"STL","SEA",17,27
2009,12,"TAM","L",17,1,"ATL","TAM",20,17
2009,12,"TEN","W",20,1,"TEN","ARI",20,17
2009,12,"WAS","L",24,2,"PHI","WAS",27,24
2009,13,"ARI","W",30,1,"ARI","MIN",30,17
2009,13,"ATL","L",7,3,"ATL","PHI",7,34
2009,13,"BAL","L",14,4,"GNB","BAL",27,14
2009,13,"BUF","L",13,2,"BUF","NYJ",13,19
2009,13,"CAR","W",16,2,"CAR","TAM",16,6
2009,13,"CHI","W",17,1,"CHI","STL",17,9
2009,13,"CIN","W",23,3,"CIN","DET",23,13
2009,13,"CLE","L",23,1,"CLE","SDG",23,30
2009,13,"DAL","L",24,1,"NYG","DAL",31,24
2009,13,"DEN","W",44,3,"KAN","DEN",13,44
2009,13,"DET","L",13,2,"CIN","DET",23,13
2009,13,"GNB","W",27,3,"GNB","BAL",27,14
2009,13,"HOU","L",18,3,"JAX","HOU",23,18
2009,13,"IND","W",27,NA,"IND","TEN",27,17
2009,13,"JAX","W",23,1,"JAX","HOU",23,18
2009,13,"KAN","L",13,3,"KAN","DEN",13,44
2009,13,"MIA","W",22,1,"MIA","NWE",22,21
2009,13,"MIN","L",17,2,"ARI","MIN",30,17
2009,13,"NOR","W",33,1,"WAS","NOR",30,33
2009,13,"NWE","L",21,2,"MIA","NWE",22,21
2009,13,"NYG","W",31,2,"NYG","DAL",31,24
2009,13,"NYJ","W",19,NA,"BUF","NYJ",13,19
2009,13,"OAK","W",27,NA,"PIT","OAK",24,27
2009,13,"PHI","W",34,NA,"ATL","PHI",7,34
2009,13,"PIT","L",24,1,"PIT","OAK",24,27
2009,13,"SDG","W",30,NA,"CLE","SDG",23,30
2009,13,"SEA","W",20,1,"SEA","SFO",20,17
2009,13,"SFO","L",17,2,"SEA","SFO",20,17
2009,13,"STL","L",9,2,"CHI","STL",17,9
2009,13,"TAM","L",6,5,"CAR","TAM",16,6
2009,13,"TEN","L",17,2,"IND","TEN",27,17
2009,13,"WAS","L",30,4,"WAS","NOR",30,33
2009,14,"ARI","L",9,7,"SFO","ARI",24,9
2009,14,"ATL","L",23,1,"ATL","NOR",23,26
2009,14,"BAL","W",48,1,"BAL","DET",48,3
2009,14,"BUF","W",16,3,"KAN","BUF",10,16
2009,14,"CAR","L",10,NA,"NWE","CAR",20,10
2009,14,"CHI","L",14,2,"CHI","GNB",14,21
2009,14,"CIN","L",10,1,"MIN","CIN",30,10
2009,14,"CLE","W",13,NA,"CLE","PIT",13,6
2009,14,"DAL","L",17,NA,"DAL","SDG",17,20
2009,14,"DEN","L",16,1,"IND","DEN",28,16
2009,14,"DET","L",3,2,"BAL","DET",48,3
2009,14,"GNB","W",21,2,"CHI","GNB",14,21
2009,14,"HOU","W",34,2,"HOU","SEA",34,7
2009,14,"IND","W",28,3,"IND","DEN",28,16
2009,14,"JAX","L",10,NA,"JAX","MIA",10,14
2009,14,"KAN","L",10,4,"KAN","BUF",10,16
2009,14,"MIA","W",14,3,"JAX","MIA",10,14
2009,14,"MIN","W",30,1,"MIN","CIN",30,10
2009,14,"NOR","W",26,NA,"ATL","NOR",23,26
2009,14,"NWE","W",20,3,"NWE","CAR",20,10
2009,14,"NYG","L",38,4,"NYG","PHI",38,45
2009,14,"NYJ","W",26,1,"TAM","NYJ",3,26
2009,14,"OAK","L",13,1,"OAK","WAS",13,34
2009,14,"PHI","W",45,1,"NYG","PHI",38,45
2009,14,"PIT","L",6,NA,"CLE","PIT",13,6
2009,14,"SDG","W",20,1,"DAL","SDG",17,20
2009,14,"SEA","L",7,1,"HOU","SEA",34,7
2009,14,"SFO","W",24,2,"SFO","ARI",24,9
2009,14,"STL","L",7,5,"TEN","STL",47,7
2009,14,"TAM","L",3,3,"TAM","NYJ",3,26
2009,14,"TEN","W",47,1,"TEN","STL",47,7
2009,14,"WAS","W",34,1,"OAK","WAS",13,34
2009,15,"ARI","W",31,3,"DET","ARI",24,31
2009,15,"ATL","W",10,NA,"NYJ","ATL",7,10
2009,15,"BAL","W",31,1,"BAL","CHI",31,7
2009,15,"BUF","L",10,1,"BUF","NWE",10,17
2009,15,"CAR","W",26,NA,"CAR","MIN",26,7
2009,15,"CHI","L",7,6,"BAL","CHI",31,7
2009,15,"CIN","L",24,1,"SDG","CIN",27,24
2009,15,"CLE","W",41,3,"KAN","CLE",34,41
2009,15,"DAL","W",24,NA,"NOR","DAL",17,24
2009,15,"DEN","L",19,NA,"DEN","OAK",19,20
2009,15,"DET","L",24,3,"DET","ARI",24,31
2009,15,"GNB","L",36,NA,"PIT","GNB",37,36
2009,15,"HOU","W",16,2,"STL","HOU",13,16
2009,15,"IND","W",35,1,"JAX","IND",31,35
2009,15,"JAX","L",31,1,"JAX","IND",31,35
2009,15,"KAN","L",34,1,"KAN","CLE",34,41
2009,15,"MIA","L",24,4,"TEN","MIA",27,24
2009,15,"MIN","L",7,2,"CAR","MIN",26,7
2009,15,"NOR","L",17,3,"NOR","DAL",17,24
2009,15,"NWE","W",17,1,"BUF","NWE",10,17
2009,15,"NYG","W",45,NA,"WAS","NYG",12,45
2009,15,"NYJ","L",7,3,"NYJ","ATL",7,10
2009,15,"OAK","W",20,2,"DEN","OAK",19,20
2009,15,"PHI","W",27,2,"PHI","SFO",27,13
2009,15,"PIT","W",37,NA,"PIT","GNB",37,36
2009,15,"SDG","W",27,2,"SDG","CIN",27,24
2009,15,"SEA","L",7,5,"SEA","TAM",7,24
2009,15,"SFO","L",13,4,"PHI","SFO",27,13
2009,15,"STL","L",13,2,"STL","HOU",13,16
2009,15,"TAM","W",24,1,"SEA","TAM",7,24
2009,15,"TEN","W",27,2,"TEN","MIA",27,24
2009,15,"WAS","L",12,3,"WAS","NYG",12,45
2009,16,"ARI","W",31,1,"ARI","STL",31,10
2009,16,"ATL","W",31,NA,"ATL","BUF",31,3
2009,16,"BAL","L",20,3,"PIT","BAL",23,20
2009,16,"BUF","L",3,3,"ATL","BUF",31,3
2009,16,"CAR","W",41,NA,"NYG","CAR",9,41
2009,16,"CHI","W",36,1,"CHI","MIN",36,30
2009,16,"CIN","W",17,1,"CIN","KAN",17,10
2009,16,"CLE","W",23,1,"CLE","OAK",23,9
2009,16,"DAL","W",17,1,"WAS","DAL",0,17
2009,16,"DEN","L",27,1,"PHI","DEN",30,27
2009,16,"DET","L",6,6,"SFO","DET",20,6
2009,16,"GNB","W",48,NA,"GNB","SEA",48,10
2009,16,"HOU","W",27,1,"MIA","HOU",20,27
2009,16,"IND","L",15,2,"IND","NYJ",15,29
2009,16,"JAX","L",7,2,"NWE","JAX",35,7
2009,16,"KAN","L",10,2,"CIN","KAN",17,10
2009,16,"MIA","L",20,1,"MIA","HOU",20,27
2009,16,"MIN","L",30,2,"CHI","MIN",36,30
2009,16,"NOR","L",17,1,"NOR","TAM",17,20
2009,16,"NWE","W",35,1,"NWE","JAX",35,7
2009,16,"NYG","L",9,4,"NYG","CAR",9,41
2009,16,"NYJ","W",29,NA,"IND","NYJ",15,29
2009,16,"OAK","L",9,3,"CLE","OAK",23,9
2009,16,"PHI","W",30,3,"PHI","DEN",30,27
2009,16,"PIT","W",23,2,"PIT","BAL",23,20
2009,16,"SDG","W",42,1,"TEN","SDG",17,42
2009,16,"SEA","L",10,4,"GNB","SEA",48,10
2009,16,"SFO","W",20,1,"SFO","DET",20,6
2009,16,"STL","L",10,4,"ARI","STL",31,10
2009,16,"TAM","W",20,2,"NOR","TAM",17,20
2009,16,"TEN","L",17,3,"TEN","SDG",17,42
2009,16,"WAS","L",0,1,"WAS","DAL",0,17
2009,17,"ARI","L",7,3,"ARI","GNB",7,33
2009,17,"ATL","W",20,3,"TAM","ATL",10,20
2009,17,"BAL","W",21,NA,"OAK","BAL",13,21
2009,17,"BUF","W",30,NA,"BUF","IND",30,7
2009,17,"CAR","W",23,NA,"CAR","NOR",23,10
2009,17,"CHI","W",37,NA,"DET","CHI",23,37
2009,17,"CIN","L",0,3,"NYJ","CIN",37,0
2009,17,"CLE","W",23,1,"CLE","JAX",23,17
2009,17,"DAL","W",24,1,"DAL","PHI",24,0
2009,17,"DEN","L",24,3,"DEN","KAN",24,44
2009,17,"DET","L",23,2,"DET","CHI",23,37
2009,17,"GNB","W",33,1,"ARI","GNB",7,33
2009,17,"HOU","W",34,1,"HOU","NWE",34,27
2009,17,"IND","L",7,3,"BUF","IND",30,7
2009,17,"JAX","L",17,1,"CLE","JAX",23,17
2009,17,"KAN","W",44,2,"DEN","KAN",24,44
2009,17,"MIA","L",24,3,"MIA","PIT",24,30
2009,17,"MIN","W",44,NA,"MIN","NYG",44,7
2009,17,"NOR","L",10,3,"CAR","NOR",23,10
2009,17,"NWE","L",27,2,"HOU","NWE",34,27
2009,17,"NYG","L",7,2,"MIN","NYG",44,7
2009,17,"NYJ","W",37,NA,"NYJ","CIN",37,0
2009,17,"OAK","L",13,2,"OAK","BAL",13,21
2009,17,"PHI","L",0,1,"DAL","PHI",24,0
2009,17,"PIT","W",30,2,"MIA","PIT",24,30
2009,17,"SDG","W",23,1,"SDG","WAS",23,20
2009,17,"SEA","L",13,1,"SEA","TEN",13,17
2009,17,"SFO","W",28,NA,"STL","SFO",6,28
2009,17,"STL","L",6,NA,"STL","SFO",6,28
2009,17,"TAM","L",10,2,"TAM","ATL",10,20
2009,17,"TEN","W",17,2,"SEA","TEN",13,17
2009,17,"WAS","L",20,NA,"SDG","WAS",23,20
2010,1,"ARI","W",17,4,"STL","ARI",13,17
2010,1,"ATL","L",9,1,"PIT","ATL",15,9
2010,1,"BAL","W",10,3,"NYJ","BAL",9,10
2010,1,"BUF","L",10,NA,"BUF","MIA",10,15
2010,1,"CAR","L",18,5,"NYG","CAR",31,18
2010,1,"CHI","W",19,4,"CHI","DET",19,14
2010,1,"CIN","L",24,2,"NWE","CIN",38,24
2010,1,"CLE","L",14,3,"TAM","CLE",17,14
2010,1,"DAL","L",7,1,"WAS","DAL",13,7
2010,1,"DEN","L",17,2,"JAX","DEN",24,17
2010,1,"DET","L",14,3,"CHI","DET",19,14
2010,1,"GNB","W",27,2,"PHI","GNB",20,27
2010,1,"HOU","W",34,1,"HOU","IND",34,24
2010,1,"IND","L",24,1,"HOU","IND",34,24
2010,1,"JAX","W",24,NA,"JAX","DEN",24,17
2010,1,"KAN","W",21,NA,"KAN","SDG",21,14
2010,1,"MIA","W",15,NA,"BUF","MIA",10,15
2010,1,"MIN","L",9,1,"NOR","MIN",14,9
2010,1,"NOR","W",14,NA,"NOR","MIN",14,9
2010,1,"NWE","W",38,NA,"NWE","CIN",38,24
2010,1,"NYG","W",31,4,"NYG","CAR",31,18
2010,1,"NYJ","L",9,1,"NYJ","BAL",9,10
2010,1,"OAK","L",13,2,"TEN","OAK",38,13
2010,1,"PHI","L",20,1,"PHI","GNB",20,27
2010,1,"PIT","W",15,1,"PIT","ATL",15,9
2010,1,"SDG","L",14,1,"KAN","SDG",21,14
2010,1,"SEA","W",31,1,"SEA","SFO",31,6
2010,1,"SFO","L",6,2,"SEA","SFO",31,6
2010,1,"STL","L",13,4,"STL","ARI",13,17
2010,1,"TAM","W",17,2,"TAM","CLE",17,14
2010,1,"TEN","W",38,1,"TEN","OAK",38,13
2010,1,"WAS","W",13,NA,"WAS","DAL",13,7
