"season","week","tm","result","pts","to","tm_home","tm_away","pts_home","pts_away"
2000,1,"ARI","L",16,4,"NYG","ARI",21,16
2000,1,"ATL","W",36,1,"ATL","SFO",36,28
2000,1,"BAL","W",16,NA,"PIT","BAL",0,16
2000,1,"BUF","W",16,NA,"BUF","TEN",16,13
2000,1,"CAR","L",17,1,"WAS","CAR",20,17
2000,1,"CHI","L",27,1,"MIN","CHI",30,27
2000,1,"CLE","L",7,1,"CLE","JAX",7,27
2000,1,"DAL","L",14,2,"DAL","PHI",14,41
2000,1,"DEN","L",36,NA,"STL","DEN",41,36
2000,1,"DET","W",14,2,"NOR","DET",10,14
2000,1,"GNB","L",16,2,"GNB","NYJ",16,20
2000,1,"IND","W",27,2,"KAN","IND",14,27
2000,1,"JAX","W",27,NA,"CLE","JAX",7,27
2000,1,"KAN","L",14,1,"KAN","IND",14,27
2000,1,"MIA","W",23,1,"MIA","SEA",23,0
2000,1,"MIN","W",30,1,"MIN","CHI",30,27
2000,1,"NOR","L",10,3,"NOR","DET",10,14
2000,1,"NWE","L",16,1,"NWE","TAM",16,21
2000,1,"NYG","W",21,2,"NYG","ARI",21,16
2000,1,"NYJ","W",20,1,"GNB","NYJ",16,20
2000,1,"OAK","W",9,NA,"OAK","SDG",9,6
2000,1,"PHI","W",41,3,"DAL","PHI",14,41
2000,1,"PIT","L",0,1,"PIT","BAL",0,16
2000,1,"SDG","L",6,4,"OAK","SDG",9,6
2000,1,"SEA","L",0,6,"MIA","SEA",23,0
2000,1,"SFO","L",28,1,"ATL","SFO",36,28
2000,1,"STL","W",41,3,"STL","DEN",41,36
2000,1,"TAM","W",21,1,"NWE","TAM",16,21
2000,1,"TEN","L",13,1,"BUF","TEN",16,13
2000,1,"WAS","W",20,NA,"WAS","CAR",20,17
2000,2,"ARI","W",32,1,"ARI","DAL",32,31
2000,2,"ATL","L",14,3,"DEN","ATL",42,14
2000,2,"BAL","W",39,2,"BAL","JAX",39,36
2000,2,"BUF","W",27,1,"BUF","GNB",27,18
2000,2,"CAR","W",38,1,"SFO","CAR",22,38
2000,2,"CHI","L",0,4,"TAM","CHI",41,0
2000,2,"CIN","L",7,3,"CIN","CLE",7,24
2000,2,"CLE","W",24,1,"CIN","CLE",7,24
2000,2,"DAL","L",31,2,"ARI","DAL",32,31
2000,2,"DEN","W",42,NA,"DEN","ATL",42,14
2000,2,"DET","W",15,2,"DET","WAS",15,10
2000,2,"GNB","L",18,3,"BUF","GNB",27,18
2000,2,"IND","L",31,3,"IND","OAK",31,38
2000,2,"JAX","L",36,4,"BAL","JAX",39,36
2000,2,"KAN","L",14,NA,"TEN","KAN",17,14
2000,2,"MIA","L",7,1,"MIN","MIA",13,7
2000,2,"MIN","W",13,4,"MIN","MIA",13,7
2000,2,"NOR","W",28,3,"SDG","NOR",27,28
2000,2,"NWE","L",19,NA,"NYJ","NWE",20,19
2000,2,"NYG","W",33,NA,"PHI","NYG",18,33
2000,2,"NYJ","W",20,1,"NYJ","NWE",20,19
2000,2,"OAK","W",38,NA,"IND","OAK",31,38
2000,2,"PHI","L",18,NA,"PHI","NYG",18,33
2000,2,"SDG","L",27,2,"SDG","NOR",27,28
2000,2,"SEA","L",34,3,"SEA","STL",34,37
2000,2,"SFO","L",22,2,"SFO","CAR",22,38
2000,2,"STL","W",37,1,"SEA","STL",34,37
2000,2,"TAM","W",41,NA,"TAM","CHI",41,0
2000,2,"TEN","W",17,3,"TEN","KAN",17,14
2000,2,"WAS","L",10,4,"DET","WAS",15,10
2000,3,"ATL","W",15,2,"CAR","ATL",10,15
2000,3,"BAL","L",6,1,"MIA","BAL",19,6
2000,3,"BUF","L",14,4,"NYJ","BUF",27,14
2000,3,"CAR","L",10,4,"CAR","ATL",10,15
2000,3,"CHI","L",7,1,"CHI","NYG",7,14
2000,3,"CIN","L",0,4,"JAX","CIN",13,0
2000,3,"CLE","W",23,1,"CLE","PIT",23,20
2000,3,"DAL","W",27,2,"WAS","DAL",21,27
2000,3,"DEN","W",33,1,"OAK","DEN",24,33
2000,3,"DET","L",10,3,"DET","TAM",10,31
2000,3,"GNB","W",6,4,"GNB","PHI",6,3
2000,3,"JAX","W",13,1,"JAX","CIN",13,0
2000,3,"KAN","W",42,1,"KAN","SDG",42,10
2000,3,"MIA","W",19,1,"MIA","BAL",19,6
2000,3,"MIN","W",21,2,"NWE","MIN",13,21
2000,3,"NOR","L",10,NA,"SEA","NOR",20,10
2000,3,"NWE","L",13,1,"NWE","MIN",13,21
2000,3,"NYG","W",14,1,"CHI","NYG",7,14
2000,3,"NYJ","W",27,1,"NYJ","BUF",27,14
2000,3,"OAK","L",24,4,"OAK","DEN",24,33
2000,3,"PHI","L",3,1,"GNB","PHI",6,3
2000,3,"PIT","L",20,1,"CLE","PIT",23,20
2000,3,"SDG","L",10,2,"KAN","SDG",42,10
2000,3,"SEA","W",20,1,"SEA","NOR",20,10
2000,3,"SFO","L",24,2,"STL","SFO",41,24
2000,3,"STL","W",41,2,"STL","SFO",41,24
2000,3,"TAM","W",31,NA,"DET","TAM",10,31
2000,3,"WAS","L",21,2,"WAS","DAL",21,27
2000,4,"ARI","L",3,4,"ARI","GNB",3,29
2000,4,"ATL","L",20,4,"ATL","STL",20,41
2000,4,"BAL","W",37,1,"BAL","CIN",37,0
2000,4,"CHI","L",14,5,"CHI","DET",14,21
2000,4,"CIN","L",0,4,"BAL","CIN",37,0
2000,4,"CLE","L",10,2,"OAK","CLE",36,10
2000,4,"DAL","L",24,3,"DAL","SFO",24,41
2000,4,"DEN","L",22,3,"DEN","KAN",22,23
2000,4,"DET","W",21,1,"CHI","DET",14,21
2000,4,"GNB","W",29,1,"ARI","GNB",3,29
2000,4,"IND","W",43,1,"IND","JAX",43,14
2000,4,"JAX","L",14,2,"IND","JAX",43,14
2000,4,"KAN","W",23,3,"DEN","KAN",22,23
2000,4,"MIA","W",10,3,"MIA","NWE",10,3
2000,4,"NOR","L",7,4,"NOR","PHI",7,21
2000,4,"NWE","L",3,2,"MIA","NWE",10,3
2000,4,"NYG","L",6,1,"NYG","WAS",6,16
2000,4,"NYJ","W",21,3,"TAM","NYJ",17,21
2000,4,"OAK","W",36,NA,"OAK","CLE",36,10
2000,4,"PHI","W",21,2,"NOR","PHI",7,21
2000,4,"PIT","L",20,1,"PIT","TEN",20,23
2000,4,"SDG","L",12,2,"SDG","SEA",12,20
2000,4,"SEA","W",20,2,"SDG","SEA",12,20
2000,4,"SFO","W",41,NA,"DAL","SFO",24,41
2000,4,"STL","W",41,2,"ATL","STL",20,41
2000,4,"TAM","L",17,4,"TAM","NYJ",17,21
2000,4,"TEN","W",23,3,"PIT","TEN",20,23
2000,4,"WAS","W",16,NA,"NYG","WAS",6,16
2000,5,"ARI","L",20,2,"SFO","ARI",27,20
2000,5,"ATL","L",10,1,"PHI","ATL",38,10
2000,5,"BAL","W",12,1,"CLE","BAL",0,12
2000,5,"BUF","L",16,NA,"BUF","IND",16,18
2000,5,"CAR","L",13,2,"CAR","DAL",13,16
2000,5,"CHI","W",27,NA,"GNB","CHI",24,27
2000,5,"CIN","L",16,1,"CIN","MIA",16,31
2000,5,"CLE","L",0,4,"CLE","BAL",0,12
2000,5,"DAL","W",16,2,"CAR","DAL",13,16
2000,5,"DEN","L",19,2,"DEN","NWE",19,28
2000,5,"DET","L",24,1,"DET","MIN",24,31
2000,5,"GNB","L",24,3,"GNB","CHI",24,27
2000,5,"IND","W",18,1,"BUF","IND",16,18
2000,5,"JAX","L",13,2,"JAX","PIT",13,24
2000,5,"KAN","W",24,NA,"KAN","SEA",24,17
2000,5,"MIA","W",31,2,"CIN","MIA",16,31
2000,5,"MIN","W",31,NA,"DET","MIN",24,31
2000,5,"NWE","W",28,1,"DEN","NWE",19,28
2000,5,"NYG","L",14,4,"TEN","NYG",28,14
2000,5,"PHI","W",38,3,"PHI","ATL",38,10
2000,5,"PIT","W",24,3,"JAX","PIT",13,24
2000,5,"SDG","L",31,2,"STL","SDG",57,31
2000,5,"SEA","L",17,2,"KAN","SEA",24,17
2000,5,"SFO","W",27,1,"SFO","ARI",27,20
2000,5,"STL","W",57,NA,"STL","SDG",57,31
2000,5,"TAM","L",17,2,"WAS","TAM",20,17
2000,5,"TEN","W",28,1,"TEN","NYG",28,14
2000,5,"WAS","W",20,1,"WAS","TAM",20,17
2000,6,"ARI","W",29,2,"ARI","CLE",29,21
2000,6,"ATL","L",6,3,"ATL","NYG",6,13
2000,6,"BAL","W",15,1,"JAX","BAL",10,15
2000,6,"BUF","L",13,2,"MIA","BUF",22,13
2000,6,"CAR","W",26,1,"CAR","SEA",26,3
2000,6,"CHI","L",10,3,"CHI","NOR",10,31
2000,6,"CIN","L",14,2,"CIN","TEN",14,23
2000,6,"CLE","L",21,NA,"ARI","CLE",29,21
2000,6,"DEN","W",21,NA,"SDG","DEN",7,21
2000,6,"DET","W",31,1,"DET","GNB",31,24
2000,6,"GNB","L",24,5,"DET","GNB",31,24
2000,6,"IND","L",16,3,"NWE","IND",24,16
2000,6,"JAX","L",10,6,"JAX","BAL",10,15
2000,6,"MIA","W",22,1,"MIA","BUF",22,13
2000,6,"MIN","W",30,2,"MIN","TAM",30,23
2000,6,"NOR","W",31,1,"CHI","NOR",10,31
2000,6,"NWE","W",24,NA,"NWE","IND",24,16
2000,6,"NYG","W",13,2,"ATL","NYG",6,13
2000,6,"NYJ","L",3,4,"NYJ","PIT",3,20
2000,6,"OAK","W",34,2,"SFO","OAK",28,34
2000,6,"PHI","L",14,4,"PHI","WAS",14,17
2000,6,"PIT","W",20,NA,"NYJ","PIT",3,20
2000,6,"SDG","L",7,3,"SDG","DEN",7,21
2000,6,"SEA","L",3,NA,"CAR","SEA",26,3
2000,6,"SFO","L",28,2,"SFO","OAK",28,34
2000,6,"TAM","L",23,3,"MIN","TAM",30,23
2000,6,"TEN","W",23,2,"CIN","TEN",14,23
2000,6,"WAS","W",17,2,"PHI","WAS",14,17
2000,7,"ARI","L",14,3,"ARI","PHI",14,33
2000,7,"ATL","L",29,1,"STL","ATL",45,29
2000,7,"BAL","L",3,1,"WAS","BAL",10,3
2000,7,"BUF","W",27,2,"BUF","SDG",27,24
2000,7,"CAR","L",6,2,"NOR","CAR",24,6
2000,7,"CHI","L",16,NA,"CHI","MIN",16,28
2000,7,"CIN","L",0,3,"PIT","CIN",15,0
2000,7,"CLE","L",10,3,"DEN","CLE",44,10
2000,7,"DAL","L",14,5,"NYG","DAL",19,14
2000,7,"DEN","W",44,NA,"DEN","CLE",44,10
2000,7,"GNB","W",31,NA,"GNB","SFO",31,28
2000,7,"IND","W",37,1,"SEA","IND",24,37
2000,7,"JAX","L",13,2,"TEN","JAX",27,13
2000,7,"KAN","L",17,1,"KAN","OAK",17,20
2000,7,"MIN","W",28,1,"CHI","MIN",16,28
2000,7,"NOR","W",24,3,"NOR","CAR",24,6
2000,7,"NWE","L",17,6,"NWE","NYJ",17,34
2000,7,"NYG","W",19,NA,"NYG","DAL",19,14
2000,7,"NYJ","W",34,1,"NWE","NYJ",17,34
2000,7,"OAK","W",20,1,"KAN","OAK",17,20
2000,7,"PHI","W",33,NA,"ARI","PHI",14,33
2000,7,"PIT","W",15,NA,"PIT","CIN",15,0
2000,7,"SDG","L",24,4,"BUF","SDG",27,24
2000,7,"SEA","L",24,3,"SEA","IND",24,37
2000,7,"SFO","L",28,NA,"GNB","SFO",31,28
2000,7,"STL","W",45,1,"STL","ATL",45,29
2000,7,"TEN","W",27,1,"TEN","JAX",27,13
2000,7,"WAS","W",10,2,"WAS","BAL",10,3
2000,8,"ARI","L",7,3,"DAL","ARI",48,7
2000,8,"ATL","L",19,NA,"ATL","NOR",19,21
2000,8,"BAL","L",6,4,"BAL","TEN",6,14
2000,8,"BUF","L",27,1,"MIN","BUF",31,27
2000,8,"CAR","W",34,NA,"CAR","SFO",34,16
2000,8,"CHI","L",9,1,"PHI","CHI",13,9
2000,8,"CIN","W",31,1,"CIN","DEN",31,21
2000,8,"CLE","L",0,3,"PIT","CLE",22,0
2000,8,"DAL","W",48,NA,"DAL","ARI",48,7
2000,8,"DEN","L",21,3,"CIN","DEN",31,21
2000,8,"DET","W",28,NA,"TAM","DET",14,28
2000,8,"IND","W",30,1,"IND","NWE",30,23
2000,8,"JAX","L",16,4,"JAX","WAS",16,35
2000,8,"KAN","W",54,NA,"KAN","STL",54,34
2000,8,"MIA","L",37,3,"NYJ","MIA",40,37
2000,8,"MIN","W",31,1,"MIN","BUF",31,27
2000,8,"NOR","W",21,1,"ATL","NOR",19,21
2000,8,"NWE","L",23,1,"IND","NWE",30,23
2000,8,"NYJ","W",40,4,"NYJ","MIA",40,37
2000,8,"OAK","W",31,1,"OAK","SEA",31,3
2000,8,"PHI","W",13,2,"PHI","CHI",13,9
2000,8,"PIT","W",22,NA,"PIT","CLE",22,0
2000,8,"SEA","L",3,3,"OAK","SEA",31,3
2000,8,"SFO","L",16,2,"CAR","SFO",34,16
2000,8,"STL","L",34,4,"KAN","STL",54,34
2000,8,"TAM","L",14,4,"TAM","DET",14,28
2000,8,"TEN","W",14,2,"BAL","TEN",6,14
2000,8,"WAS","W",35,2,"JAX","WAS",16,35
2000,9,"ARI","L",10,4,"ARI","NOR",10,21
2000,9,"ATL","W",13,3,"ATL","CAR",13,12
2000,9,"BAL","L",6,3,"BAL","PIT",6,9
2000,9,"BUF","W",23,NA,"BUF","NYJ",23,20
2000,9,"CAR","L",12,4,"ATL","CAR",13,12
2000,9,"CIN","W",12,1,"CLE","CIN",3,12
2000,9,"CLE","L",3,1,"CLE","CIN",3,12
2000,9,"DAL","L",17,3,"DAL","JAX",17,23
2000,9,"DET","L",18,4,"IND","DET",30,18
2000,9,"GNB","L",20,2,"MIA","GNB",28,20
2000,9,"IND","W",30,5,"IND","DET",30,18
2000,9,"JAX","W",23,NA,"DAL","JAX",17,23
2000,9,"KAN","W",24,3,"SEA","KAN",19,24
2000,9,"MIA","W",28,1,"MIA","GNB",28,20
2000,9,"MIN","L",13,3,"TAM","MIN",41,13
2000,9,"NOR","W",21,1,"ARI","NOR",10,21
2000,9,"NYG","W",24,NA,"NYG","PHI",24,7
2000,9,"NYJ","L",20,4,"BUF","NYJ",23,20
2000,9,"OAK","W",15,1,"SDG","OAK",13,15
2000,9,"PHI","L",7,1,"NYG","PHI",24,7
2000,9,"PIT","W",9,1,"BAL","PIT",6,9
2000,9,"SDG","L",13,2,"SDG","OAK",13,15
2000,9,"SEA","L",19,4,"SEA","KAN",19,24
2000,9,"SFO","L",24,NA,"SFO","STL",24,34
2000,9,"STL","W",34,1,"SFO","STL",24,34
2000,9,"TAM","W",41,NA,"TAM","MIN",41,13
2000,9,"TEN","W",27,NA,"WAS","TEN",21,27
2000,9,"WAS","L",21,3,"WAS","TEN",21,27
2000,10,"ARI","W",16,2,"ARI","WAS",16,15
2000,10,"ATL","L",14,4,"ATL","TAM",14,27
2000,10,"BAL","W",27,NA,"CIN","BAL",7,27
2000,10,"BUF","W",16,1,"NWE","BUF",13,16
2000,10,"CAR","W",27,2,"STL","CAR",24,27
2000,10,"CHI","W",27,NA,"CHI","IND",27,24
2000,10,"CIN","L",7,1,"CIN","BAL",7,27
2000,10,"CLE","L",3,1,"CLE","NYG",3,24
2000,10,"DAL","L",13,2,"PHI","DAL",16,13
2000,10,"DEN","W",30,1,"NYJ","DEN",23,30
2000,10,"DET","L",8,3,"DET","MIA",8,23
2000,10,"GNB","W",26,NA,"GNB","MIN",26,20
2000,10,"IND","L",24,2,"CHI","IND",27,24
2000,10,"KAN","L",31,3,"OAK","KAN",49,31
2000,10,"MIA","W",23,NA,"DET","MIA",8,23
2000,10,"MIN","L",20,5,"GNB","MIN",26,20
2000,10,"NOR","W",31,NA,"NOR","SFO",31,15
2000,10,"NWE","L",13,2,"NWE","BUF",13,16
2000,10,"NYG","W",24,1,"CLE","NYG",3,24
2000,10,"NYJ","L",23,3,"NYJ","DEN",23,30
2000,10,"OAK","W",49,NA,"OAK","KAN",49,31
2000,10,"PHI","W",16,2,"PHI","DAL",16,13
2000,10,"PIT","L",7,3,"TEN","PIT",9,7
2000,10,"SDG","L",15,3,"SEA","SDG",17,15
2000,10,"SEA","W",17,1,"SEA","SDG",17,15
2000,10,"SFO","L",15,2,"NOR","SFO",31,15
2000,10,"STL","L",24,2,"STL","CAR",24,27
2000,10,"TAM","W",27,2,"ATL","TAM",14,27
2000,10,"TEN","W",9,1,"TEN","PIT",9,7
2000,10,"WAS","L",15,3,"ARI","WAS",16,15
2000,11,"ARI","L",14,2,"MIN","ARI",31,14
2000,11,"ATL","L",10,2,"DET","ATL",13,10
2000,11,"BAL","W",24,1,"TEN","BAL",23,24
2000,11,"BUF","W",20,1,"BUF","CHI",20,3
2000,11,"CAR","L",10,5,"CAR","NOR",10,20
2000,11,"CHI","L",3,4,"BUF","CHI",20,3
2000,11,"CIN","L",6,2,"DAL","CIN",23,6
2000,11,"CLE","W",19,NA,"CLE","NWE",19,11
2000,11,"DAL","W",23,1,"DAL","CIN",23,6
2000,11,"DEN","W",27,2,"DEN","OAK",27,24
2000,11,"DET","W",13,1,"DET","ATL",13,10
2000,11,"GNB","L",15,1,"TAM","GNB",20,15
2000,11,"IND","W",23,1,"IND","NYJ",23,15
2000,11,"JAX","L",21,1,"JAX","SEA",21,28
2000,11,"KAN","L",7,1,"SFO","KAN",21,7
2000,11,"MIA","W",17,NA,"SDG","MIA",7,17
2000,11,"MIN","W",31,2,"MIN","ARI",31,14
2000,11,"NOR","W",20,2,"CAR","NOR",10,20
2000,11,"NWE","L",11,4,"CLE","NWE",19,11
2000,11,"NYG","L",24,3,"NYG","STL",24,38
2000,11,"NYJ","L",15,2,"IND","NYJ",23,15
2000,11,"OAK","L",24,3,"DEN","OAK",27,24
2000,11,"PHI","W",26,1,"PIT","PHI",23,26
2000,11,"PIT","L",23,1,"PIT","PHI",23,26
2000,11,"SDG","L",7,4,"SDG","MIA",7,17
2000,11,"SEA","W",28,NA,"JAX","SEA",21,28
2000,11,"SFO","W",21,NA,"SFO","KAN",21,7
2000,11,"STL","W",38,1,"NYG","STL",24,38
2000,11,"TAM","W",20,1,"TAM","GNB",20,15
2000,11,"TEN","L",23,2,"TEN","BAL",23,24
2000,12,"ARI","L",9,1,"PHI","ARI",34,9
2000,12,"ATL","L",6,1,"SFO","ATL",16,6
2000,12,"BAL","W",27,2,"BAL","DAL",27,0
2000,12,"BUF","W",21,NA,"KAN","BUF",17,21
2000,12,"CAR","L",17,3,"MIN","CAR",31,17
2000,12,"CHI","W",13,1,"CHI","TAM",13,10
2000,12,"CIN","L",13,2,"NWE","CIN",16,13
2000,12,"CLE","L",10,1,"TEN","CLE",24,10
2000,12,"DAL","L",0,3,"BAL","DAL",27,0
2000,12,"DEN","W",38,5,"DEN","SDG",38,37
2000,12,"DET","W",31,2,"NYG","DET",21,31
2000,12,"GNB","W",26,1,"GNB","IND",26,24
2000,12,"IND","L",24,2,"GNB","IND",26,24
2000,12,"JAX","W",34,2,"PIT","JAX",24,34
2000,12,"KAN","L",17,2,"KAN","BUF",17,21
2000,12,"MIA","L",3,4,"MIA","NYJ",3,20
2000,12,"MIN","W",31,2,"MIN","CAR",31,17
2000,12,"NOR","L",22,1,"NOR","OAK",22,31
2000,12,"NWE","W",16,1,"NWE","CIN",16,13
2000,12,"NYG","L",21,4,"NYG","DET",21,31
2000,12,"NYJ","W",20,2,"MIA","NYJ",3,20
2000,12,"OAK","W",31,1,"NOR","OAK",22,31
2000,12,"PHI","W",34,2,"PHI","ARI",34,9
2000,12,"PIT","L",24,5,"PIT","JAX",24,34
2000,12,"SDG","L",37,3,"DEN","SDG",38,37
2000,12,"SFO","W",16,1,"SFO","ATL",16,6
2000,12,"STL","L",20,3,"STL","WAS",20,33
2000,12,"TAM","L",10,3,"CHI","TAM",13,10
2000,12,"TEN","W",24,7,"TEN","CLE",24,10
2000,12,"WAS","W",33,1,"STL","WAS",20,33
2000,13,"ARI","L",7,4,"ARI","NYG",7,31
2000,13,"ATL","L",14,2,"OAK","ATL",41,14
2000,13,"BAL","W",44,2,"BAL","CLE",44,7
2000,13,"BUF","L",17,2,"TAM","BUF",31,17
2000,13,"CAR","W",31,2,"CAR","GNB",31,14
2000,13,"CHI","L",10,3,"NYJ","CHI",17,10
2000,13,"CIN","L",28,3,"CIN","PIT",28,48
2000,13,"CLE","L",7,3,"BAL","CLE",44,7
2000,13,"DAL","L",15,2,"DAL","MIN",15,27
2000,13,"DEN","W",38,5,"SEA","DEN",31,38
2000,13,"DET","W",34,1,"DET","NWE",34,9
2000,13,"GNB","L",14,5,"CAR","GNB",31,14
2000,13,"IND","L",14,1,"IND","MIA",14,17
2000,13,"JAX","W",16,2,"JAX","TEN",16,13
2000,13,"KAN","L",16,1,"SDG","KAN",17,16
2000,13,"MIA","W",17,NA,"IND","MIA",14,17
2000,13,"MIN","W",27,NA,"DAL","MIN",15,27
2000,13,"NOR","W",31,2,"STL","NOR",24,31
2000,13,"NWE","L",9,2,"DET","NWE",34,9
2000,13,"NYG","W",31,1,"ARI","NYG",7,31
2000,13,"NYJ","W",17,1,"NYJ","CHI",17,10
2000,13,"OAK","W",41,1,"OAK","ATL",41,14
2000,13,"PHI","W",23,2,"WAS","PHI",20,23
2000,13,"PIT","W",48,NA,"CIN","PIT",28,48
2000,13,"SDG","W",17,5,"SDG","KAN",17,16
2000,13,"SEA","L",31,3,"SEA","DEN",31,38
2000,13,"STL","L",24,4,"STL","NOR",24,31
2000,13,"TAM","W",31,NA,"TAM","BUF",31,17
2000,13,"TEN","L",13,NA,"JAX","TEN",16,13
2000,13,"WAS","L",20,2,"WAS","PHI",20,23
2000,14,"ARI","L",13,2,"CIN","ARI",24,13
2000,14,"ATL","L",10,4,"ATL","SEA",10,30
2000,14,"BUF","L",6,3,"BUF","MIA",6,33
2000,14,"CAR","W",16,2,"CAR","STL",16,3
2000,14,"CHI","L",6,2,"CHI","GNB",6,28
2000,14,"CIN","W",24,1,"CIN","ARI",24,13
2000,14,"CLE","L",0,1,"JAX","CLE",48,0
2000,14,"DAL","L",7,4,"TAM","DAL",27,7
2000,14,"DEN","W",38,NA,"NOR","DEN",23,38
2000,14,"DET","L",17,2,"MIN","DET",24,17
2000,14,"GNB","W",28,NA,"CHI","GNB",6,28
2000,14,"IND","L",17,3,"NYJ","IND",27,17
2000,14,"JAX","W",48,NA,"JAX","CLE",48,0
2000,14,"KAN","L",24,3,"NWE","KAN",30,24
2000,14,"MIA","W",33,1,"BUF","MIA",6,33
2000,14,"MIN","W",24,2,"MIN","DET",24,17
2000,14,"NOR","L",23,3,"NOR","DEN",23,38
2000,14,"NWE","W",30,1,"NWE","KAN",30,24
2000,14,"NYG","W",9,3,"WAS","NYG",7,9
2000,14,"NYJ","W",27,1,"NYJ","IND",27,17
2000,14,"OAK","L",20,2,"PIT","OAK",21,20
2000,14,"PHI","L",13,NA,"PHI","TEN",13,15
2000,14,"PIT","W",21,1,"PIT","OAK",21,20
2000,14,"SDG","L",17,5,"SDG","SFO",17,45
2000,14,"SEA","W",30,NA,"ATL","SEA",10,30
2000,14,"SFO","W",45,NA,"SDG","SFO",17,45
2000,14,"STL","L",3,7,"CAR","STL",16,3
2000,14,"TAM","W",27,1,"TAM","DAL",27,7
2000,14,"TEN","W",15,1,"PHI","TEN",13,15
2000,14,"WAS","L",7,2,"WAS","NYG",7,9
2000,15,"ARI","L",10,1,"JAX","ARI",44,10
2000,15,"BAL","W",24,3,"BAL","SDG",24,3
2000,15,"BUF","L",20,3,"IND","BUF",44,20
2000,15,"CAR","L",14,1,"KAN","CAR",15,14
2000,15,"CHI","W",24,1,"CHI","NWE",24,17
2000,15,"CIN","L",3,NA,"TEN","CIN",35,3
2000,15,"CLE","L",24,4,"CLE","PHI",24,35
2000,15,"DAL","W",32,NA,"DAL","WAS",32,13
2000,15,"DEN","W",31,1,"DEN","SEA",31,24
2000,15,"DET","L",13,5,"GNB","DET",26,13
2000,15,"GNB","W",26,2,"GNB","DET",26,13
2000,15,"IND","W",44,NA,"IND","BUF",44,20
2000,15,"JAX","W",44,NA,"JAX","ARI",44,10
2000,15,"KAN","W",15,4,"KAN","CAR",15,14
2000,15,"MIA","L",13,5,"MIA","TAM",13,16
2000,15,"MIN","L",29,NA,"STL","MIN",40,29
2000,15,"NOR","W",31,NA,"SFO","NOR",27,31
2000,15,"NWE","L",17,NA,"CHI","NWE",24,17
2000,15,"NYG","W",30,NA,"NYG","PIT",30,10
2000,15,"NYJ","L",7,4,"OAK","NYJ",31,7
2000,15,"OAK","W",31,1,"OAK","NYJ",31,7
2000,15,"PHI","W",35,2,"CLE","PHI",24,35
2000,15,"PIT","L",10,1,"NYG","PIT",30,10
2000,15,"SDG","L",3,5,"BAL","SDG",24,3
2000,15,"SEA","L",24,4,"DEN","SEA",31,24
2000,15,"SFO","L",27,3,"SFO","NOR",27,31
2000,15,"STL","W",40,NA,"STL","MIN",40,29
2000,15,"TAM","W",16,1,"MIA","TAM",13,16
2000,15,"TEN","W",35,1,"TEN","CIN",35,3
2000,15,"WAS","L",13,2,"DAL","WAS",32,13
2000,16,"ARI","L",7,4,"ARI","BAL",7,13
2000,16,"ATL","L",7,3,"NOR","ATL",23,7
2000,16,"BAL","W",13,2,"ARI","BAL",7,13
2000,16,"BUF","L",10,1,"BUF","NWE",10,13
2000,16,"CAR","W",30,1,"CAR","SDG",30,22
2000,16,"CHI","L",0,1,"SFO","CHI",17,0
2000,16,"CIN","W",17,4,"CIN","JAX",17,14
2000,16,"CLE","L",0,2,"CLE","TEN",0,24
2000,16,"DAL","L",13,3,"DAL","NYG",13,17
2000,16,"DEN","L",7,1,"KAN","DEN",20,7
2000,16,"DET","W",10,1,"NYJ","DET",7,10
2000,16,"GNB","W",33,NA,"MIN","GNB",28,33
2000,16,"IND","W",20,2,"MIA","IND",13,20
2000,16,"JAX","L",14,1,"CIN","JAX",17,14
2000,16,"KAN","W",20,2,"KAN","DEN",20,7
2000,16,"MIA","L",13,3,"MIA","IND",13,20
2000,16,"MIN","L",28,2,"MIN","GNB",28,33
2000,16,"NOR","W",23,1,"NOR","ATL",23,7
2000,16,"NWE","W",13,NA,"BUF","NWE",10,13
2000,16,"NYG","W",17,1,"DAL","NYG",13,17
2000,16,"NYJ","L",7,2,"NYJ","DET",7,10
2000,16,"OAK","L",24,3,"SEA","OAK",27,24
2000,16,"PIT","W",24,1,"PIT","WAS",24,3
2000,16,"SDG","L",22,2,"CAR","SDG",30,22
2000,16,"SEA","W",27,2,"SEA","OAK",27,24
2000,16,"SFO","W",17,1,"SFO","CHI",17,0
2000,16,"STL","L",35,3,"TAM","STL",38,35
2000,16,"TAM","W",38,2,"TAM","STL",38,35
2000,16,"TEN","W",24,1,"CLE","TEN",0,24
2000,16,"WAS","L",3,5,"PIT","WAS",24,3
2000,17,"ARI","L",3,5,"WAS","ARI",20,3
2000,17,"ATL","W",29,NA,"ATL","KAN",29,13
2000,17,"BAL","W",34,2,"BAL","NYJ",34,20
2000,17,"BUF","W",42,2,"SEA","BUF",23,42
2000,17,"CAR","L",9,4,"OAK","CAR",52,9
2000,17,"CHI","W",23,2,"DET","CHI",20,23
2000,17,"CIN","L",7,3,"PHI","CIN",16,7
2000,17,"DAL","L",0,5,"TEN","DAL",31,0
2000,17,"DEN","W",38,1,"DEN","SFO",38,9
2000,17,"DET","L",20,2,"DET","CHI",20,23
2000,17,"GNB","W",17,4,"GNB","TAM",17,14
2000,17,"IND","W",31,1,"IND","MIN",31,10
2000,17,"JAX","L",25,2,"NYG","JAX",28,25
2000,17,"KAN","L",13,1,"ATL","KAN",29,13
2000,17,"MIA","W",27,NA,"NWE","MIA",24,27
